Date,District,Market,Fruit,Variety,Grade,CaseType,Min Price,Max Price,Avg Price
23-09-2024,Shopian,Aglar,Apple,Delicious,B,,,,
24-09-2024,Shopian,Aglar,Apple,Delicious,A,,,,
24-09-2024,Shopian,Aglar,Apple,Delicious,B,,,,
25-09-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
25-09-2024,Shopian,Aglar,Apple,Delicious,B,FC,550,650,600
26-09-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
26-09-2024,Shopian,Aglar,Apple,Delicious,B,FC,600,700,650
27-09-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
27-09-2024,Shopian,Aglar,Apple,Delicious,B,FC,680,720,700
28-09-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
28-09-2024,Shopian,Aglar,Apple,Delicious,B,FC,600,700,650
29-09-2024,Shopian,Aglar,Apple,Delicious,A,,,,
29-09-2024,Shopian,Aglar,Apple,Delicious,B,,,,
30-09-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
30-09-2024,Shopian,Aglar,Apple,Delicious,B,FC,600,700,650
01-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
01-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,600,700,650
02-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
02-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,600,700,650
03-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
03-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
04-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
04-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
05-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
05-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
06-10-2024,Shopian,Aglar,Apple,Delicious,A,,,,
06-10-2024,Shopian,Aglar,Apple,Delicious,B,,,,
07-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
07-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
08-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
08-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
09-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
09-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
10-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
10-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
11-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
11-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
12-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
12-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
13-10-2024,Shopian,Aglar,Apple,Delicious,A,,,,
13-10-2024,Shopian,Aglar,Apple,Delicious,B,,,,
14-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
14-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
15-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
15-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
16-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
16-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
17-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
17-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
18-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
18-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
19-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,800,750
19-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,600,500
20-10-2024,Shopian,Aglar,Apple,Delicious,A,,,,
20-10-2024,Shopian,Aglar,Apple,Delicious,B,,,,
21-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
21-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,550,650,600
22-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
22-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,550,650,600
23-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,750,850,800
23-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,550,650,600
24-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,900,800
24-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
25-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,900,800
25-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
26-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,900,800
26-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
27-10-2024,Shopian,Aglar,Apple,Delicious,A,,,,
27-10-2024,Shopian,Aglar,Apple,Delicious,B,,,,
28-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,900,800
28-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
29-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,900,800
29-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
30-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,700,900,800
30-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
31-10-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
31-10-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
01-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
01-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
02-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
02-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
03-11-2024,Shopian,Aglar,Apple,Delicious,A,,,,
03-11-2024,Shopian,Aglar,Apple,Delicious,B,,,,
04-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
04-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
05-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
05-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
06-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
06-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
07-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
07-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
08-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
08-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
09-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
09-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
10-11-2024,Shopian,Aglar,Apple,Delicious,A,,,,
10-11-2024,Shopian,Aglar,Apple,Delicious,B,,,,
11-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
11-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,450,650,550
12-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1300,1100
12-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
13-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1300,1100
13-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
14-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1300,1100
14-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
15-11-2024,Shopian,Aglar,Apple,Delicious,A,,,,
15-11-2024,Shopian,Aglar,Apple,Delicious,B,,,,
16-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
16-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
17-11-2024,Shopian,Aglar,Apple,Delicious,A,,,,
17-11-2024,Shopian,Aglar,Apple,Delicious,B,,,,
18-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
18-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
19-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
19-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
20-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,900,1200,1050
20-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,700,600
21-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,850,1150,1000
21-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
22-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,850,1150,1000
22-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
23-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
23-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
24-11-2024,Shopian,Aglar,Apple,Delicious,A,,,,
24-11-2024,Shopian,Aglar,Apple,Delicious,B,,,,
25-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
25-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
26-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
26-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
27-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
27-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
28-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
28-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,500,600,550
29-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
29-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,550,475
30-11-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
30-11-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,550,475
01-12-2024,Shopian,Aglar,Apple,Delicious,A,,,,
01-12-2024,Shopian,Aglar,Apple,Delicious,B,,,,
02-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1100,950
02-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,550,475
03-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
03-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
04-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
04-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
05-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
05-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
06-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
06-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
07-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
07-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
08-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
08-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
09-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
09-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
10-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
10-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
11-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
11-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
12-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
12-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
13-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
13-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
14-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
14-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
15-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
15-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
16-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
16-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,500,450
17-12-2024,Shopian,Aglar,Apple,Delicious,A,,,,
17-12-2024,Shopian,Aglar,Apple,Delicious,B,,,,
18-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
18-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,450,425
19-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,900,850
19-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,350,450,400
20-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
20-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,350,450,400
21-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
21-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,350,450,400
22-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
22-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,600,500
23-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
23-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,600,500
24-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
24-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,600,500
25-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
25-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,600,500
26-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
26-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,400,600,500
27-12-2024,Shopian,Aglar,Apple,Delicious,A,,,,
27-12-2024,Shopian,Aglar,Apple,Delicious,B,,,,
28-12-2024,Shopian,Aglar,Apple,Delicious,A,FC,800,1000,900
28-12-2024,Shopian,Aglar,Apple,Delicious,B,FC,350,450,400
29-12-2024,Shopian,Aglar,Apple,Delicious,A,,,,
29-12-2024,Shopian,Aglar,Apple,Delicious,B,,,,
30-12-2024,Shopian,Aglar,Apple,Delicious,A,,,,
30-12-2024,Shopian,Aglar,Apple,Delicious,B,,,,
31-12-2024,Shopian,Aglar,Apple,Delicious,A,,,,
31-12-2024,Shopian,Aglar,Apple,Delicious,B,,,,
01-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,800,700
01-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,400,600,500
02-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
02-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
03-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
03-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
04-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
04-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
05-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
05-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
06-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
06-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
07-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,800,700
07-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,400,600,500
08-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,700,900,800
08-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
09-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
09-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
10-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
10-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
11-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
11-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
12-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
12-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
13-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
13-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
14-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
14-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
15-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
15-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
16-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,650,850,750
16-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,450,650,550
17-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
17-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
18-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
18-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
19-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
19-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
20-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,660,860,760
20-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,460,660,560
21-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,650,750,700
21-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,450,600,525
22-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,800,700
22-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,400,600,500
23-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,800,700
23-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,400,600,500
24-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
24-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
25-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
25-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
26-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
26-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
27-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,700,900,800
27-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
28-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,700,900,800
28-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
29-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
29-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
30-09-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
30-09-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
01-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
01-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
02-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
02-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
03-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,900,850
03-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,650,750,700
04-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,900,850
04-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,650,750,700
05-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,900,850
05-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,650,750,700
06-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
06-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
07-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
07-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
08-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,840,820
08-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,640,720,680
09-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
09-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
10-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
10-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
11-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
11-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
12-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
12-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
13-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
13-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
14-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
14-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
15-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,700,800,750
15-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,600,700,650
16-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
16-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
17-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
17-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
18-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
18-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
19-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
19-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
20-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
20-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
21-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
21-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
22-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,650,750,700
22-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,650,600
23-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
23-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
24-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
24-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
25-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
25-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
26-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
26-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
27-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
27-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
28-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,700,650
28-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,450,550,500
29-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
29-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
30-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
30-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
31-10-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
31-10-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
01-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,580,660,620
01-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,450,550,500
02-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
02-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
03-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
03-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
04-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
04-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
05-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
05-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
06-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
06-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
07-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
07-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
08-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,700,650
08-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,450,550,500
09-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
09-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
10-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
10-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
11-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
11-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
12-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
12-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
13-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
13-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
14-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
14-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
15-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
15-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
16-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
16-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
17-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,600,700,650
17-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,450,550,500
18-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
18-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
19-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
19-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
20-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
20-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
21-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
21-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
22-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,650,750,700
22-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,600,550
23-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
23-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
24-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
24-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
25-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
25-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
26-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
26-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
27-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
27-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
28-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,FC,650,750,700
28-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,600,550
29-11-2017,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
29-11-2017,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
