Date,District,Market,Fruit,Variety,Grade,CaseType,Min Price,Max Price,Avg Price
12-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,600,800,700
13-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
13-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
14-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,900,1100,1000
14-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,600,800,700
15-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,900,1100,1000
15-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,600,800,700
16-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,900,1100,1000
16-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,600,800,700
17-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,900,1100,1000
17-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,600,800,700
18-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1000,900
18-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
19-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1000,900
19-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
20-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
20-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
21-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1000,900
21-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
22-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1000,900
22-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
23-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1000,900
23-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
24-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
24-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
25-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
25-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
26-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
26-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
27-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
27-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
28-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
28-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
29-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
29-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
30-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
30-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
31-10-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,800,1100,950
31-10-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,550,750,650
01-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
01-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
02-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
02-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
03-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
03-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
04-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
04-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
05-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
05-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
06-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
06-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
07-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
07-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
08-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
08-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
09-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
09-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
10-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
10-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
11-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1400,1250
11-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
12-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1500,1300
12-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
13-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1500,1300
13-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
14-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1500,1300
14-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
15-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1100,1500,1300
15-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
16-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1300,1150
16-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
17-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1300,1150
17-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
18-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1300,1150
18-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
19-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1300,1150
19-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
20-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1300,1150
20-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
21-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
21-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
22-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1300,1150
22-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
23-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
23-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
24-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
24-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
25-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1200,1100
25-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
26-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1200,1100
26-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
27-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,FC,1000,1200,1100
27-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,FC,500,700,600
28-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
28-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
29-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
29-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
30-11-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
30-11-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
01-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
01-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
02-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
02-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
03-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
03-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
04-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
04-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
05-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
05-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
06-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
06-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
07-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
07-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
08-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
08-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
09-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
09-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
10-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
10-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
11-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
11-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
12-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
12-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
13-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
13-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
14-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
14-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
15-12-2024,Shopian,Aglar,Apple,Kullu Delicious,A,,,,
15-12-2024,Shopian,Aglar,Apple,Kullu Delicious,B,,,,
01-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
01-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
02-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
02-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
03-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
03-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
04-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
04-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
05-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,300,275
05-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
06-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
06-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
07-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
07-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
08-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
08-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
09-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
09-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
10-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
10-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
11-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
11-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
12-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,300,275
12-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
13-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
13-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
14-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
14-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
15-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
15-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
16-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
16-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
17-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
17-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
18-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
18-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
19-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,300,275
19-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
20-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
20-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
21-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
21-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
22-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
22-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
23-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
23-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
24-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
24-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
25-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
25-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
26-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,300,275
26-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
27-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
27-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
28-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
28-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
29-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
29-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
30-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
30-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
31-10-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
31-10-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
01-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,300,275
01-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
02-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
02-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
03-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
03-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
04-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
04-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
05-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
05-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
06-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
06-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
07-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
07-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
08-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
08-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
09-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
09-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
10-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
10-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
11-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
11-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
12-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
12-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
13-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
13-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
14-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
14-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
15-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
15-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
16-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
16-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
17-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
17-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
18-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
18-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
19-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
19-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
20-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
20-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
21-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
21-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
22-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,240,280,260
22-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
23-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
23-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
24-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
24-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
25-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
25-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
26-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
26-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
27-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
27-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
28-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,FC,240,280,260
28-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
29-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
29-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
30-11-2017,Shopian,Aglar,Apple,Golden Delicious,A,,,,
30-11-2017,Shopian,Aglar,Apple,Golden Delicious,B,,,,
01-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
01-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
02-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
02-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
03-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
03-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
04-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
04-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
05-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
05-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
06-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
06-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
07-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
07-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
08-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
08-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
09-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
09-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
10-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
10-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
11-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
11-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
12-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
12-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
13-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
13-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
14-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
14-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
15-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
15-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
16-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
16-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
17-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
17-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
18-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
18-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
19-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
19-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
20-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
20-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
21-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
21-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
22-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
22-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
23-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
23-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
24-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
24-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
25-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
25-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
26-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
26-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
27-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
27-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
28-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
28-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
29-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
29-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
30-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
30-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
31-10-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
31-10-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
01-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
01-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
02-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
02-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
03-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
03-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
04-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
04-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
05-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
05-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
06-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
06-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
07-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
07-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
08-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
08-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
09-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
09-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
10-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
10-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
11-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
11-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
12-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
12-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
13-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
13-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
14-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
14-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
15-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
15-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
16-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
16-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
17-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
17-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
18-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
18-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
19-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
19-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
20-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
20-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
21-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
21-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
22-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,200,300,250
22-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
23-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
23-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
24-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
24-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
25-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
25-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
26-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
26-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
27-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
27-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
28-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
28-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
29-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,,,,
29-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
30-11-2018,Shopian,Aglar,Apple,Golden Delicious,A,FC,250,350,300
30-11-2018,Shopian,Aglar,Apple,Golden Delicious,B,,,,
01-10-2019,Shopian,Aglar,Apple,Golden Delicious,A,,,,
01-10-2019,Shopian,Aglar,Apple,Golden Delicious,B,,,,
