Variety,Grade,Date,Min Price (per kg),Max Price (per kg),Avg Price (per kg)
Delicious,A,2019-07-14,,,
Delicious,A,2019-07-21,,,
Delicious,A,2019-07-28,,,
Delicious,A,2019-08-04,,,
Delicious,A,2019-08-11,,,
Delicious,A,2019-08-18,,,
Delicious,A,2019-08-25,,,
Delicious,A,2019-09-01,,,
Delicious,A,2019-09-08,,,
Delicious,A,2019-09-15,,,
Delicious,A,2019-09-22,58.75,61.25,60.0
Delicious,A,2019-09-29,58.75,61.25,60.0
Delicious,A,2019-10-06,58.75,61.25,60.0
Delicious,A,2019-10-13,58.75,61.25,60.0
Delicious,A,2019-10-20,58.75,61.25,60.0
Delicious,A,2019-10-27,58.75,61.25,60.0
Delicious,A,2019-11-03,58.75,61.25,60.0
Delicious,A,2019-11-10,58.75,61.25,60.0
Delicious,A,2019-11-17,58.75,61.25,60.0
Delicious,A,2019-11-24,58.75,61.25,60.0
Delicious,A,2019-12-01,58.75,61.25,60.0
Delicious,A,2019-12-08,58.75,61.25,60.0
Delicious,A,2019-12-15,58.75,61.25,60.0
Delicious,A,2019-12-22,58.75,61.25,60.0
Delicious,A,2019-12-29,58.75,61.25,60.0
Delicious,A,2020-01-05,,,
Delicious,A,2020-01-12,,,
Delicious,A,2020-01-19,,,
Delicious,A,2020-01-26,,,
Delicious,A,2020-02-02,,,
Delicious,A,2020-02-09,,,
Delicious,A,2020-02-16,,,
Delicious,A,2020-02-23,,,
Delicious,A,2020-03-01,,,
Delicious,A,2020-03-08,,,
Delicious,A,2020-03-15,,,
Delicious,A,2020-03-22,,,
Delicious,A,2020-03-29,,,
Delicious,A,2020-04-05,,,
Delicious,A,2020-04-12,,,
Delicious,A,2020-04-19,,,
Delicious,A,2020-04-26,,,
Delicious,A,2020-05-03,,,
Delicious,A,2020-05-10,,,
Delicious,A,2020-05-17,,,
Delicious,A,2020-05-24,,,
Delicious,A,2020-05-31,,,
Delicious,A,2020-06-07,,,
Delicious,A,2020-06-14,,,
Delicious,A,2020-06-21,,,
Delicious,A,2020-06-28,,,
Delicious,A,2020-07-05,,,
Delicious,A,2020-07-12,,,
Delicious,A,2020-07-19,,,
Delicious,A,2020-07-26,,,
Delicious,A,2020-08-02,,,
Delicious,A,2020-08-09,,,
Delicious,A,2020-08-16,,,
Delicious,A,2020-08-23,,,
Delicious,A,2020-08-30,,,
Delicious,A,2020-09-06,,,
Delicious,A,2020-09-13,,,
Delicious,A,2020-09-20,42.5,56.25,49.375
Delicious,A,2020-09-27,39.0625,52.083333333333336,45.572916666666664
Delicious,A,2020-10-04,34.375,49.479166666666664,41.927083333333336
Delicious,A,2020-10-11,31.25,40.625,35.9375
Delicious,A,2020-10-18,37.5,48.4375,42.96875
Delicious,A,2020-10-25,40.104166666666664,54.166666666666664,47.135416666666664
Delicious,A,2020-11-01,38.392857142857146,57.142857142857146,47.767857142857146
Delicious,A,2020-11-08,38.392857142857146,57.589285714285715,47.99107142857143
Delicious,A,2020-11-15,42.410714285714285,59.24107142857143,50.839285714285715
Delicious,A,2020-11-22,45.535714285714285,60.669642857142854,53.125
Delicious,A,2020-11-29,46.875,62.5,54.6875
Delicious,A,2020-12-06,46.875,65.625,56.25
Delicious,A,2020-12-13,47.916666666666664,63.125,55.520833333333336
Delicious,A,2020-12-20,50.0,62.5,56.25
Delicious,A,2020-12-27,50.0,62.5,56.25
Delicious,A,2021-01-03,,,
Delicious,A,2021-01-10,,,
Delicious,A,2021-01-17,,,
Delicious,A,2021-01-24,,,
Delicious,A,2021-01-31,,,
Delicious,A,2021-02-07,,,
Delicious,A,2021-02-14,,,
Delicious,A,2021-02-21,,,
Delicious,A,2021-02-28,,,
Delicious,A,2021-03-07,,,
Delicious,A,2021-03-14,,,
Delicious,A,2021-03-21,,,
Delicious,A,2021-03-28,,,
Delicious,A,2021-04-04,,,
Delicious,A,2021-04-11,,,
Delicious,A,2021-04-18,,,
Delicious,A,2021-04-25,,,
Delicious,A,2021-05-02,,,
Delicious,A,2021-05-09,,,
Delicious,A,2021-05-16,,,
Delicious,A,2021-05-23,,,
Delicious,A,2021-05-30,,,
Delicious,A,2021-06-06,,,
Delicious,A,2021-06-13,,,
Delicious,A,2021-06-20,,,
Delicious,A,2021-06-27,,,
Delicious,A,2021-07-04,,,
Delicious,A,2021-07-11,,,
Delicious,A,2021-07-18,,,
Delicious,A,2021-07-25,,,
Delicious,A,2021-08-01,,,
Delicious,A,2021-08-08,,,
Delicious,A,2021-08-15,,,
Delicious,A,2021-08-22,,,
Delicious,A,2021-08-29,,,
Delicious,A,2021-09-05,,,
Delicious,A,2021-09-12,,,
Delicious,A,2021-09-19,37.5,50.0,43.75
Delicious,A,2021-09-26,40.625,51.875,46.25
Delicious,A,2021-10-03,39.375,51.25,45.3125
Delicious,A,2021-10-10,37.5,50.0,43.75
Delicious,A,2021-10-17,37.5,49.21875,43.359375
Delicious,A,2021-10-24,37.5,50.0,43.75
Delicious,A,2021-10-31,39.0625,53.90625,46.484375
Delicious,A,2021-11-07,47.916666666666664,58.333333333333336,53.125
Delicious,A,2021-11-14,53.125,59.375,56.25
Delicious,A,2021-11-21,53.57142857142857,59.82142857142857,56.69642857142857
Delicious,A,2021-11-28,55.729166666666664,61.979166666666664,58.854166666666664
Delicious,A,2021-12-05,55.80357142857143,62.05357142857143,58.92857142857143
Delicious,A,2021-12-12,58.75,65.0,61.875
Delicious,A,2021-12-19,59.375,65.625,62.5
Delicious,A,2021-12-26,59.375,65.625,62.5
Delicious,A,2022-01-02,59.375,65.625,62.5
Delicious,A,2022-01-09,,,
Delicious,A,2022-01-16,,,
Delicious,A,2022-01-23,,,
Delicious,A,2022-01-30,,,
Delicious,A,2022-02-06,,,
Delicious,A,2022-02-13,,,
Delicious,A,2022-02-20,,,
Delicious,A,2022-02-27,,,
Delicious,A,2022-03-06,,,
Delicious,A,2022-03-13,,,
Delicious,A,2022-03-20,,,
Delicious,A,2022-03-27,,,
Delicious,A,2022-04-03,,,
Delicious,A,2022-04-10,,,
Delicious,A,2022-04-17,,,
Delicious,A,2022-04-24,,,
Delicious,A,2022-05-01,,,
Delicious,A,2022-05-08,,,
Delicious,A,2022-05-15,,,
Delicious,A,2022-05-22,,,
Delicious,A,2022-05-29,,,
Delicious,A,2022-06-05,,,
Delicious,A,2022-06-12,,,
Delicious,A,2022-06-19,,,
Delicious,A,2022-06-26,,,
Delicious,A,2022-07-03,,,
Delicious,A,2022-07-10,,,
Delicious,A,2022-07-17,,,
Delicious,A,2022-07-24,,,
Delicious,A,2022-07-31,,,
Delicious,A,2022-08-07,,,
Delicious,A,2022-08-14,,,
Delicious,A,2022-08-21,,,
Delicious,A,2022-08-28,,,
Delicious,A,2022-09-04,,,
Delicious,A,2022-09-11,,,
Delicious,A,2022-09-18,27.604166666666668,34.895833333333336,31.25
Delicious,A,2022-09-25,28.4375,34.0625,31.25
Delicious,A,2022-10-02,27.1875,34.0625,30.625
Delicious,A,2022-10-09,25.520833333333332,31.770833333333332,28.645833333333332
Delicious,A,2022-10-16,27.901785714285715,33.705357142857146,30.803571428571427
Delicious,A,2022-10-23,33.333333333333336,39.583333333333336,36.458333333333336
Delicious,A,2022-10-30,32.8125,39.0625,35.9375
Delicious,A,2022-11-06,31.25,37.5,34.375
Delicious,A,2022-11-13,32.291666666666664,38.541666666666664,35.416666666666664
Delicious,A,2022-11-20,34.375,40.625,37.5
Delicious,A,2022-11-27,34.114583333333336,40.885416666666664,37.5
Delicious,A,2022-12-04,31.25,37.5,34.375
Delicious,A,2022-12-11,28.125,34.375,31.25
Delicious,A,2022-12-18,28.125,34.375,31.25
Delicious,A,2022-12-25,28.375,35.0,31.75
Delicious,A,2023-01-01,31.979166666666668,38.4375,35.208333333333336
Delicious,A,2023-01-08,,,
Delicious,A,2023-01-15,,,
Delicious,A,2023-01-22,,,
Delicious,A,2023-01-29,,,
Delicious,A,2023-02-05,,,
Delicious,A,2023-02-12,,,
Delicious,A,2023-02-19,,,
Delicious,A,2023-02-26,,,
Delicious,A,2023-03-05,,,
Delicious,A,2023-03-12,,,
Delicious,A,2023-03-19,,,
Delicious,A,2023-03-26,,,
Delicious,A,2023-04-02,,,
Delicious,A,2023-04-09,,,
Delicious,A,2023-04-16,,,
Delicious,A,2023-04-23,,,
Delicious,A,2023-04-30,,,
Delicious,A,2023-05-07,,,
Delicious,A,2023-05-14,,,
Delicious,A,2023-05-21,,,
Delicious,A,2023-05-28,,,
Delicious,A,2023-06-04,,,
Delicious,A,2023-06-11,,,
Delicious,A,2023-06-18,,,
Delicious,A,2023-06-25,,,
Delicious,A,2023-07-02,,,
Delicious,A,2023-07-09,,,
Delicious,A,2023-07-16,,,
Delicious,A,2023-07-23,,,
Delicious,A,2023-07-30,,,
Delicious,A,2023-08-06,,,
Delicious,A,2023-08-13,,,
Delicious,A,2023-08-20,,,
Delicious,A,2023-08-27,,,
Delicious,A,2023-09-03,,,
Delicious,A,2023-09-10,,,
Delicious,A,2023-09-17,,,
Delicious,A,2023-09-24,31.25,43.75,37.5
Delicious,A,2023-10-01,31.25,43.75,37.5
Delicious,A,2023-10-08,43.75,62.5,53.125
Delicious,A,2023-10-15,46.875,68.75,57.8125
Delicious,A,2023-10-22,48.958333333333336,73.95833333333333,61.458333333333336
Delicious,A,2023-10-29,50.0,75.0,62.5
Delicious,A,2023-11-05,53.75,78.75,66.25
Delicious,A,2023-11-12,55.208333333333336,76.04166666666667,65.625
Delicious,A,2023-11-19,55.729166666666664,77.60416666666667,66.66666666666667
Delicious,A,2023-11-26,53.125,66.66666666666667,59.895833333333336
Delicious,A,2023-12-03,52.083333333333336,72.91666666666667,62.5
Delicious,A,2023-12-10,48.958333333333336,81.25,65.10416666666667
Delicious,A,2023-12-17,50.0,62.5,56.25
Delicious,A,2023-12-24,50.0,62.5,56.25
Delicious,A,2023-12-31,50.0,62.5,56.25
Delicious,A,2024-01-07,,,
Delicious,A,2024-01-14,,,
Delicious,A,2024-01-21,,,
Delicious,A,2024-01-28,,,
Delicious,A,2024-02-04,,,
Delicious,A,2024-02-11,,,
Delicious,A,2024-02-18,,,
Delicious,A,2024-02-25,,,
Delicious,A,2024-03-03,,,
Delicious,A,2024-03-10,,,
Delicious,A,2024-03-17,,,
Delicious,A,2024-03-24,,,
Delicious,A,2024-03-31,,,
Delicious,A,2024-04-07,,,
Delicious,A,2024-04-14,,,
Delicious,A,2024-04-21,,,
Delicious,A,2024-04-28,,,
Delicious,A,2024-05-05,,,
Delicious,A,2024-05-12,,,
Delicious,A,2024-05-19,,,
Delicious,A,2024-05-26,,,
Delicious,A,2024-06-02,,,
Delicious,A,2024-06-09,,,
Delicious,A,2024-06-16,,,
Delicious,A,2024-06-23,,,
Delicious,A,2024-06-30,,,
Delicious,A,2024-07-07,,,
Delicious,A,2024-07-14,,,
Delicious,A,2024-07-21,,,
Delicious,A,2024-07-28,,,
Delicious,A,2024-08-04,,,
Delicious,A,2024-08-11,,,
Delicious,A,2024-08-18,,,
Delicious,A,2024-08-25,,,
Delicious,A,2024-09-01,,,
Delicious,A,2024-09-08,,,
Delicious,A,2024-09-15,,,
Delicious,A,2024-09-22,43.75,50.0,46.875
Delicious,A,2024-09-29,46.09375,52.34375,49.21875
Delicious,A,2024-10-06,46.875,53.125,50.0
Delicious,A,2024-10-13,43.75,50.0,46.875
Delicious,A,2024-10-20,43.75,50.0,46.875
Delicious,A,2024-10-27,45.3125,54.6875,50.0
Delicious,A,2024-11-03,48.958333333333336,63.541666666666664,56.25
Delicious,A,2024-11-10,56.25,75.0,65.625
Delicious,A,2024-11-17,56.25,78.75,67.5
Delicious,A,2024-11-24,54.166666666666664,72.91666666666667,63.541666666666664
Delicious,A,2024-12-01,50.0,68.75,59.375
Delicious,A,2024-12-08,50.0,63.392857142857146,56.69642857142857
Delicious,A,2024-12-15,50.0,62.5,56.25
Delicious,A,2024-12-22,50.0,61.458333333333336,55.729166666666664
Delicious,A,2024-12-29,50.0,62.5,56.25
Delicious,A,2025-01-05,,,
Delicious,B,2017-09-17,28.125,34.375,31.25
Delicious,B,2017-09-24,23.28125,33.4375,28.359375
Delicious,B,2017-10-01,20.0,32.5,26.25
Delicious,B,2017-10-08,22.65625,27.96875,25.3125
Delicious,B,2017-10-15,25.0,27.5,26.25
Delicious,B,2017-10-22,21.875,28.125,25.0
Delicious,B,2017-10-29,26.875,30.625,28.75
Delicious,B,2017-11-05,25.0,28.125,26.5625
Delicious,B,2017-11-12,26.875,30.625,28.75
Delicious,B,2017-11-19,25.0,28.125,26.5625
Delicious,B,2017-11-26,25.0,28.125,26.5625
Delicious,B,2017-12-03,25.0,29.6875,27.34375
Delicious,B,2017-12-10,26.25,31.875,29.0625
Delicious,B,2017-12-17,26.25,30.0,28.125
Delicious,B,2017-12-24,25.0,27.5,26.25
Delicious,B,2017-12-31,25.0,31.25,28.125
Delicious,B,2018-01-07,,,
Delicious,B,2018-01-14,,,
Delicious,B,2018-01-21,,,
Delicious,B,2018-01-28,,,
Delicious,B,2018-02-04,,,
Delicious,B,2018-02-11,,,
Delicious,B,2018-02-18,,,
Delicious,B,2018-02-25,,,
Delicious,B,2018-03-04,,,
Delicious,B,2018-03-11,,,
Delicious,B,2018-03-18,,,
Delicious,B,2018-03-25,,,
Delicious,B,2018-04-01,,,
Delicious,B,2018-04-08,,,
Delicious,B,2018-04-15,,,
Delicious,B,2018-04-22,,,
Delicious,B,2018-04-29,,,
Delicious,B,2018-05-06,,,
Delicious,B,2018-05-13,,,
Delicious,B,2018-05-20,,,
Delicious,B,2018-05-27,,,
Delicious,B,2018-06-03,,,
Delicious,B,2018-06-10,,,
Delicious,B,2018-06-17,,,
Delicious,B,2018-06-24,,,
Delicious,B,2018-07-01,,,
Delicious,B,2018-07-08,,,
Delicious,B,2018-07-15,,,
Delicious,B,2018-07-22,,,
Delicious,B,2018-07-29,,,
Delicious,B,2018-08-05,,,
Delicious,B,2018-08-12,,,
Delicious,B,2018-08-19,,,
Delicious,B,2018-08-26,,,
Delicious,B,2018-09-02,,,
Delicious,B,2018-09-09,,,
Delicious,B,2018-09-16,37.5,43.75,40.625
Delicious,B,2018-09-23,21.875,28.125,25.0
Delicious,B,2018-09-30,23.125,29.375,26.25
Delicious,B,2018-10-07,25.0,37.5,31.25
Delicious,B,2018-10-14,25.0,37.5,31.25
Delicious,B,2018-10-21,23.4375,35.9375,29.6875
Delicious,B,2018-10-28,18.75,31.25,25.0
Delicious,B,2018-11-04,20.833333333333332,33.333333333333336,27.083333333333332
Delicious,B,2018-11-11,18.75,31.25,25.0
Delicious,B,2018-11-18,18.75,31.25,25.0
Delicious,B,2018-11-25,18.75,31.25,25.0
Delicious,B,2018-12-02,18.75,31.25,25.0
Delicious,B,2018-12-09,18.75,31.25,25.0
Delicious,B,2018-12-16,18.75,31.25,25.0
Delicious,B,2018-12-23,18.75,31.25,25.0
Delicious,B,2018-12-30,18.75,31.25,25.0
Delicious,B,2019-01-06,18.75,31.25,25.0
Delicious,B,2019-01-13,,,
Delicious,B,2019-01-20,,,
Delicious,B,2019-01-27,,,
Delicious,B,2019-02-03,,,
Delicious,B,2019-02-10,,,
Delicious,B,2019-02-17,,,
Delicious,B,2019-02-24,,,
Delicious,B,2019-03-03,,,
Delicious,B,2019-03-10,,,
Delicious,B,2019-03-17,,,
Delicious,B,2019-03-24,,,
Delicious,B,2019-03-31,,,
Delicious,B,2019-04-07,,,
Delicious,B,2019-04-14,,,
Delicious,B,2019-04-21,,,
Delicious,B,2019-04-28,,,
Delicious,B,2019-05-05,,,
Delicious,B,2019-05-12,,,
Delicious,B,2019-05-19,,,
Delicious,B,2019-05-26,,,
Delicious,B,2019-06-02,,,
Delicious,B,2019-06-09,,,
Delicious,B,2019-06-16,,,
Delicious,B,2019-06-23,,,
Delicious,B,2019-06-30,,,
Delicious,B,2019-07-07,,,
Delicious,B,2019-07-14,,,
Delicious,B,2019-07-21,,,
Delicious,B,2019-07-28,,,
Delicious,B,2019-08-04,,,
Delicious,B,2019-08-11,,,
Delicious,B,2019-08-18,,,
Delicious,B,2019-08-25,,,
Delicious,B,2019-09-01,,,
Delicious,B,2019-09-08,,,
Delicious,B,2019-09-15,,,
Delicious,B,2019-09-22,42.5,45.0,43.75
Delicious,B,2019-09-29,42.5,45.0,43.75
Delicious,B,2019-10-06,42.5,45.0,43.75
Delicious,B,2019-10-13,42.5,45.0,43.75
Delicious,B,2019-10-20,42.5,45.0,43.75
Delicious,B,2019-10-27,42.5,45.0,43.75
Delicious,B,2019-11-03,42.5,45.0,43.75
Delicious,B,2019-11-10,42.5,45.0,43.75
Delicious,B,2019-11-17,42.5,45.0,43.75
Delicious,B,2019-11-24,42.5,45.0,43.75
Delicious,B,2019-12-01,42.5,45.0,43.75
Delicious,B,2019-12-08,42.5,45.0,43.75
Delicious,B,2019-12-15,42.5,45.0,43.75
Delicious,B,2019-12-22,42.5,45.0,43.75
Delicious,B,2019-12-29,42.5,45.0,43.75
Delicious,B,2020-01-05,,,
Delicious,B,2020-01-12,,,
Delicious,B,2020-01-19,,,
Delicious,B,2020-01-26,,,
Delicious,B,2020-02-02,,,
Delicious,B,2020-02-09,,,
Delicious,B,2020-02-16,,,
Delicious,B,2020-02-23,,,
Delicious,B,2020-03-01,,,
Delicious,B,2020-03-08,,,
Delicious,B,2020-03-15,,,
Delicious,B,2020-03-22,,,
Delicious,B,2020-03-29,,,
Delicious,B,2020-04-05,,,
Delicious,B,2020-04-12,,,
Delicious,B,2020-04-19,,,
Delicious,B,2020-04-26,,,
Delicious,B,2020-05-03,,,
Delicious,B,2020-05-10,,,
Delicious,B,2020-05-17,,,
Delicious,B,2020-05-24,,,
Delicious,B,2020-05-31,,,
Delicious,B,2020-06-07,,,
Delicious,B,2020-06-14,,,
Delicious,B,2020-06-21,,,
Delicious,B,2020-06-28,,,
Delicious,B,2020-07-05,,,
Delicious,B,2020-07-12,,,
Delicious,B,2020-07-19,,,
Delicious,B,2020-07-26,,,
Delicious,B,2020-08-02,,,
Delicious,B,2020-08-09,,,
Delicious,B,2020-08-16,,,
Delicious,B,2020-08-23,,,
Delicious,B,2020-08-30,,,
Delicious,B,2020-09-06,,,
Delicious,B,2020-09-13,,,
Delicious,B,2020-09-20,29.375,38.875,34.125
Delicious,B,2020-09-27,26.041666666666668,33.854166666666664,29.947916666666668
Delicious,B,2020-10-04,23.4375,31.25,27.34375
Delicious,B,2020-10-11,22.395833333333332,28.125,25.260416666666668
Delicious,B,2020-10-18,25.0,31.25,28.125
Delicious,B,2020-10-25,27.083333333333332,33.333333333333336,30.208333333333332
Delicious,B,2020-11-01,31.25,37.5,34.375
Delicious,B,2020-11-08,31.25,37.5,34.375
Delicious,B,2020-11-15,32.589285714285715,38.839285714285715,35.714285714285715
Delicious,B,2020-11-22,34.375,39.732142857142854,37.05357142857143
Delicious,B,2020-11-29,31.25,37.5,34.375
Delicious,B,2020-12-06,31.25,37.5,34.375
Delicious,B,2020-12-13,31.25,37.5,34.375
Delicious,B,2020-12-20,31.25,37.5,34.375
Delicious,B,2020-12-27,31.25,40.625,35.9375
Delicious,B,2021-01-03,,,
Delicious,B,2021-01-10,,,
Delicious,B,2021-01-17,,,
Delicious,B,2021-01-24,,,
Delicious,B,2021-01-31,,,
Delicious,B,2021-02-07,,,
Delicious,B,2021-02-14,,,
Delicious,B,2021-02-21,,,
Delicious,B,2021-02-28,,,
Delicious,B,2021-03-07,,,
Delicious,B,2021-03-14,,,
Delicious,B,2021-03-21,,,
Delicious,B,2021-03-28,,,
Delicious,B,2021-04-04,,,
Delicious,B,2021-04-11,,,
Delicious,B,2021-04-18,,,
Delicious,B,2021-04-25,,,
Delicious,B,2021-05-02,,,
Delicious,B,2021-05-09,,,
Delicious,B,2021-05-16,,,
Delicious,B,2021-05-23,,,
Delicious,B,2021-05-30,,,
Delicious,B,2021-06-06,,,
Delicious,B,2021-06-13,,,
Delicious,B,2021-06-20,,,
Delicious,B,2021-06-27,,,
Delicious,B,2021-07-04,,,
Delicious,B,2021-07-11,,,
Delicious,B,2021-07-18,,,
Delicious,B,2021-07-25,,,
Delicious,B,2021-08-01,,,
Delicious,B,2021-08-08,,,
Delicious,B,2021-08-15,,,
Delicious,B,2021-08-22,,,
Delicious,B,2021-08-29,,,
Delicious,B,2021-09-05,,,
Delicious,B,2021-09-12,,,
Delicious,B,2021-09-19,25.0,31.25,28.125
Delicious,B,2021-09-26,25.0,31.25,28.125
Delicious,B,2021-10-03,30.0,37.5,33.75
Delicious,B,2021-10-10,28.125,34.375,31.25
Delicious,B,2021-10-17,27.34375,33.59375,30.46875
Delicious,B,2021-10-24,28.125,31.25,29.6875
Delicious,B,2021-10-31,31.25,34.375,32.8125
Delicious,B,2021-11-07,31.25,35.416666666666664,33.333333333333336
Delicious,B,2021-11-14,31.25,37.5,34.375
Delicious,B,2021-11-21,31.25,37.5,34.375
Delicious,B,2021-11-28,31.25,37.5,34.375
Delicious,B,2021-12-05,36.607142857142854,42.857142857142854,39.732142857142854
Delicious,B,2021-12-12,43.75,46.25,43.125
Delicious,B,2021-12-19,40.625,46.875,43.75
Delicious,B,2021-12-26,40.625,46.875,43.75
Delicious,B,2022-01-02,40.625,46.875,43.75
Delicious,B,2022-01-09,,,
Delicious,B,2022-01-16,,,
Delicious,B,2022-01-23,,,
Delicious,B,2022-01-30,,,
Delicious,B,2022-02-06,,,
Delicious,B,2022-02-13,,,
Delicious,B,2022-02-20,,,
Delicious,B,2022-02-27,,,
Delicious,B,2022-03-06,,,
Delicious,B,2022-03-13,,,
Delicious,B,2022-03-20,,,
Delicious,B,2022-03-27,,,
Delicious,B,2022-04-03,,,
Delicious,B,2022-04-10,,,
Delicious,B,2022-04-17,,,
Delicious,B,2022-04-24,,,
Delicious,B,2022-05-01,,,
Delicious,B,2022-05-08,,,
Delicious,B,2022-05-15,,,
Delicious,B,2022-05-22,,,
Delicious,B,2022-05-29,,,
Delicious,B,2022-06-05,,,
Delicious,B,2022-06-12,,,
Delicious,B,2022-06-19,,,
Delicious,B,2022-06-26,,,
Delicious,B,2022-07-03,,,
Delicious,B,2022-07-10,,,
Delicious,B,2022-07-17,,,
Delicious,B,2022-07-24,,,
Delicious,B,2022-07-31,,,
Delicious,B,2022-08-07,,,
Delicious,B,2022-08-14,,,
Delicious,B,2022-08-21,,,
Delicious,B,2022-08-28,,,
Delicious,B,2022-09-04,,,
Delicious,B,2022-09-11,,,
Delicious,B,2022-09-18,9.895833333333334,15.104166666666666,12.5
Delicious,B,2022-09-25,8.75,16.25,12.5
Delicious,B,2022-10-02,10.625,16.875,13.75
Delicious,B,2022-10-09,14.0625,20.3125,17.1875
Delicious,B,2022-10-16,14.732142857142858,20.982142857142858,17.857142857142858
Delicious,B,2022-10-23,15.104166666666666,21.354166666666668,18.229166666666668
Delicious,B,2022-10-30,14.583333333333334,20.833333333333332,17.708333333333332
Delicious,B,2022-11-06,12.5,18.75,15.625
Delicious,B,2022-11-13,13.541666666666666,19.791666666666668,16.666666666666668
Delicious,B,2022-11-20,15.625,21.875,18.75
Delicious,B,2022-11-27,15.364583333333334,22.135416666666668,18.75
Delicious,B,2022-12-04,14.0625,20.3125,17.1875
Delicious,B,2022-12-11,12.5,18.75,15.625
Delicious,B,2022-12-18,12.5,18.75,15.625
Delicious,B,2022-12-25,12.8125,19.0625,15.9375
Delicious,B,2023-01-01,14.010416666666666,21.09375,17.552083333333332
Delicious,B,2023-01-08,,,
Delicious,B,2023-01-15,,,
Delicious,B,2023-01-22,,,
Delicious,B,2023-01-29,,,
Delicious,B,2023-02-05,,,
Delicious,B,2023-02-12,,,
Delicious,B,2023-02-19,,,
Delicious,B,2023-02-26,,,
Delicious,B,2023-03-05,,,
Delicious,B,2023-03-12,,,
Delicious,B,2023-03-19,,,
Delicious,B,2023-03-26,,,
Delicious,B,2023-04-02,,,
Delicious,B,2023-04-09,,,
Delicious,B,2023-04-16,,,
Delicious,B,2023-04-23,,,
Delicious,B,2023-04-30,,,
Delicious,B,2023-05-07,,,
Delicious,B,2023-05-14,,,
Delicious,B,2023-05-21,,,
Delicious,B,2023-05-28,,,
Delicious,B,2023-06-04,,,
Delicious,B,2023-06-11,,,
Delicious,B,2023-06-18,,,
Delicious,B,2023-06-25,,,
Delicious,B,2023-07-02,,,
Delicious,B,2023-07-09,,,
Delicious,B,2023-07-16,,,
Delicious,B,2023-07-23,,,
Delicious,B,2023-07-30,,,
Delicious,B,2023-08-06,,,
Delicious,B,2023-08-13,,,
Delicious,B,2023-08-20,,,
Delicious,B,2023-08-27,,,
Delicious,B,2023-09-03,,,
Delicious,B,2023-09-10,,,
Delicious,B,2023-09-17,,,
Delicious,B,2023-09-24,25.0,31.25,28.125
Delicious,B,2023-10-01,25.0,31.25,28.125
Delicious,B,2023-10-08,31.25,37.5,34.375
Delicious,B,2023-10-15,29.166666666666668,37.5,33.333333333333336
Delicious,B,2023-10-22,25.0,37.5,31.25
Delicious,B,2023-10-29,25.0,37.5,31.25
Delicious,B,2023-11-05,25.0,37.5,31.25
Delicious,B,2023-11-12,25.0,37.5,31.25
Delicious,B,2023-11-19,25.0,37.5,31.25
Delicious,B,2023-11-26,25.0,37.5,31.25
Delicious,B,2023-12-03,25.0,37.5,31.25
Delicious,B,2023-12-10,25.0,37.5,31.25
Delicious,B,2023-12-17,25.0,37.5,31.25
Delicious,B,2023-12-24,25.0,37.5,31.25
Delicious,B,2023-12-31,25.0,37.5,31.25
Delicious,B,2024-01-07,,,
Delicious,B,2024-01-14,,,
Delicious,B,2024-01-21,,,
Delicious,B,2024-01-28,,,
Delicious,B,2024-02-04,,,
Delicious,B,2024-02-11,,,
Delicious,B,2024-02-18,,,
Delicious,B,2024-02-25,,,
Delicious,B,2024-03-03,,,
Delicious,B,2024-03-10,,,
Delicious,B,2024-03-17,,,
Delicious,B,2024-03-24,,,
Delicious,B,2024-03-31,,,
Delicious,B,2024-04-07,,,
Delicious,B,2024-04-14,,,
Delicious,B,2024-04-21,,,
Delicious,B,2024-04-28,,,
Delicious,B,2024-05-05,,,
Delicious,B,2024-05-12,,,
Delicious,B,2024-05-19,,,
Delicious,B,2024-05-26,,,
Delicious,B,2024-06-02,,,
Delicious,B,2024-06-09,,,
Delicious,B,2024-06-16,,,
Delicious,B,2024-06-23,,,
Delicious,B,2024-06-30,,,
Delicious,B,2024-07-07,,,
Delicious,B,2024-07-14,,,
Delicious,B,2024-07-21,,,
Delicious,B,2024-07-28,,,
Delicious,B,2024-08-04,,,
Delicious,B,2024-08-11,,,
Delicious,B,2024-08-18,,,
Delicious,B,2024-08-25,,,
Delicious,B,2024-09-01,,,
Delicious,B,2024-09-08,,,
Delicious,B,2024-09-15,,,
Delicious,B,2024-09-22,34.375,40.625,37.5
Delicious,B,2024-09-29,37.96875,43.28125,40.625
Delicious,B,2024-10-06,34.375,40.625,37.5
Delicious,B,2024-10-13,31.25,37.5,34.375
Delicious,B,2024-10-20,30.208333333333332,37.5,33.854166666666664
Delicious,B,2024-10-27,32.8125,39.0625,35.9375
Delicious,B,2024-11-03,30.208333333333332,39.583333333333336,34.895833333333336
Delicious,B,2024-11-10,28.125,40.625,34.375
Delicious,B,2024-11-17,30.625,43.125,36.875
Delicious,B,2024-11-24,31.25,40.625,35.9375
Delicious,B,2024-12-01,29.166666666666668,36.458333333333336,32.8125
Delicious,B,2024-12-08,25.0,31.696428571428573,28.348214285714285
Delicious,B,2024-12-15,25.0,31.25,28.125
Delicious,B,2024-12-22,23.4375,30.208333333333332,26.822916666666668
Delicious,B,2024-12-29,24.375,35.625,30.0
Delicious,B,2025-01-05,,,
Golden Delicious,A,2017-10-01,,,
Golden Delicious,A,2017-10-08,,,
Golden Delicious,A,2017-10-15,,,
