Variety,Grade,Date,Min Price (per kg),Max Price (per kg),Avg Price (per kg)
Maharaji,A,2023-01-29,,,
Maharaji,A,2023-02-05,,,
Maharaji,A,2023-02-12,,,
Maharaji,A,2023-02-19,,,
Maharaji,A,2023-02-26,,,
Maharaji,A,2023-03-05,,,
Maharaji,A,2023-03-12,,,
Maharaji,A,2023-03-19,,,
Maharaji,A,2023-03-26,,,
Maharaji,A,2023-04-02,,,
Maharaji,A,2023-04-09,,,
Maharaji,A,2023-04-16,,,
Maharaji,A,2023-04-23,,,
Maharaji,A,2023-04-30,,,
Maharaji,A,2023-05-07,,,
Maharaji,A,2023-05-14,,,
Maharaji,A,2023-05-21,,,
Maharaji,A,2023-05-28,,,
Maharaji,A,2023-06-04,,,
Maharaji,A,2023-06-11,,,
Maharaji,A,2023-06-18,,,
Maharaji,A,2023-06-25,,,
Maharaji,A,2023-07-02,,,
Maharaji,A,2023-07-09,,,
Maharaji,A,2023-07-16,,,
Maharaji,A,2023-07-23,,,
Maharaji,A,2023-07-30,,,
Maharaji,A,2023-08-06,,,
Maharaji,A,2023-08-13,,,
Maharaji,A,2023-08-20,,,
Maharaji,A,2023-08-27,,,
Maharaji,A,2023-09-03,,,
Maharaji,A,2023-09-10,,,
Maharaji,A,2023-09-17,,,
Maharaji,A,2023-09-24,,,
Maharaji,A,2023-10-01,,,
Maharaji,A,2023-10-08,30.0,36.25,33.125
Maharaji,A,2023-10-15,31.5625,38.4375,35.0
Maharaji,A,2023-10-22,30.0,36.875,33.4375
Maharaji,A,2023-10-29,28.125,34.375,31.25
Maharaji,A,2023-11-05,29.6875,42.1875,35.9375
Maharaji,A,2023-11-12,28.125,34.375,31.770833333333332
Maharaji,A,2023-11-19,28.125,34.375,31.25
Maharaji,A,2023-11-26,28.125,34.375,31.25
Maharaji,A,2023-12-03,28.125,34.375,31.25
Maharaji,A,2023-12-10,,,
Maharaji,A,2023-12-17,,,
Maharaji,A,2023-12-24,,,
Maharaji,A,2023-12-31,,,
Maharaji,A,2024-01-07,,,
Maharaji,A,2024-01-14,,,
Maharaji,A,2024-01-21,,,
Maharaji,A,2024-01-28,,,
Maharaji,A,2024-02-04,,,
Maharaji,A,2024-02-11,,,
Maharaji,A,2024-02-18,,,
Maharaji,A,2024-02-25,,,
Maharaji,A,2024-03-03,,,
Maharaji,A,2024-03-10,,,
Maharaji,A,2024-03-17,,,
Maharaji,A,2024-03-24,,,
Maharaji,A,2024-03-31,,,
Maharaji,A,2024-04-07,,,
Maharaji,A,2024-04-14,,,
Maharaji,A,2024-04-21,,,
Maharaji,A,2024-04-28,,,
Maharaji,A,2024-05-05,,,
Maharaji,A,2024-05-12,,,
Maharaji,A,2024-05-19,,,
Maharaji,A,2024-05-26,,,
Maharaji,A,2024-06-02,,,
Maharaji,A,2024-06-09,,,
Maharaji,A,2024-06-16,,,
Maharaji,A,2024-06-23,,,
Maharaji,A,2024-06-30,,,
Maharaji,A,2024-07-07,,,
Maharaji,A,2024-07-14,,,
Maharaji,A,2024-07-21,,,
Maharaji,A,2024-07-28,,,
Maharaji,A,2024-08-04,,,
Maharaji,A,2024-08-11,,,
Maharaji,A,2024-08-18,,,
Maharaji,A,2024-08-25,,,
Maharaji,A,2024-09-01,,,
Maharaji,A,2024-09-08,,,
Maharaji,A,2024-09-15,,,
Maharaji,A,2024-09-22,,,
Maharaji,A,2024-09-29,,,
Maharaji,A,2024-10-06,,,
Maharaji,A,2024-10-13,25.0,31.25,28.125
Maharaji,A,2024-10-20,25.0,31.25,28.125
Maharaji,A,2024-10-27,25.0,31.25,28.125
Maharaji,A,2024-11-03,25.0,31.25,28.125
Maharaji,A,2024-11-10,25.0,31.25,28.125
Maharaji,A,2024-11-17,25.0,31.25,28.125
Maharaji,A,2024-11-24,25.0,31.25,28.125
Maharaji,A,2024-12-01,25.0,31.25,28.125
Maharaji,B,2017-10-01,,,
Maharaji,B,2017-10-08,9.375,12.5,10.625
Maharaji,B,2017-10-15,10.0,13.4375,11.5625
Maharaji,B,2017-10-22,10.625,14.375,12.5
Maharaji,B,2017-10-29,10.625,14.375,12.5
Maharaji,B,2017-11-05,12.5,15.0,13.75
Maharaji,B,2017-11-12,11.5625,15.0,13.125
Maharaji,B,2017-11-19,12.5,15.0,13.75
Maharaji,B,2017-11-26,12.5,15.625,13.75
Maharaji,B,2017-12-03,12.5,15.625,13.75
Maharaji,B,2017-12-10,,,
Maharaji,B,2017-12-17,,,
Maharaji,B,2017-12-24,,,
Maharaji,B,2017-12-31,,,
Maharaji,B,2018-01-07,,,
Maharaji,B,2018-01-14,,,
Maharaji,B,2018-01-21,,,
Maharaji,B,2018-01-28,,,
Maharaji,B,2018-02-04,,,
Maharaji,B,2018-02-11,,,
Maharaji,B,2018-02-18,,,
Maharaji,B,2018-02-25,,,
Maharaji,B,2018-03-04,,,
Maharaji,B,2018-03-11,,,
Maharaji,B,2018-03-18,,,
Maharaji,B,2018-03-25,,,
Maharaji,B,2018-04-01,,,
Maharaji,B,2018-04-08,,,
Maharaji,B,2018-04-15,,,
Maharaji,B,2018-04-22,,,
Maharaji,B,2018-04-29,,,
Maharaji,B,2018-05-06,,,
Maharaji,B,2018-05-13,,,
Maharaji,B,2018-05-20,,,
Maharaji,B,2018-05-27,,,
Maharaji,B,2018-06-03,,,
Maharaji,B,2018-06-10,,,
Maharaji,B,2018-06-17,,,
Maharaji,B,2018-06-24,,,
Maharaji,B,2018-07-01,,,
Maharaji,B,2018-07-08,,,
Maharaji,B,2018-07-15,,,
Maharaji,B,2018-07-22,,,
Maharaji,B,2018-07-29,,,
Maharaji,B,2018-08-05,,,
Maharaji,B,2018-08-12,,,
Maharaji,B,2018-08-19,,,
Maharaji,B,2018-08-26,,,
Maharaji,B,2018-09-02,,,
Maharaji,B,2018-09-09,,,
Maharaji,B,2018-09-16,,,
Maharaji,B,2018-09-23,,,
Maharaji,B,2018-09-30,,,
Maharaji,B,2018-10-07,11.25,13.75,13.4375
Maharaji,B,2018-10-14,11.25,13.75,13.4375
Maharaji,B,2018-10-21,11.25,13.75,13.4375
Maharaji,B,2018-10-28,11.25,13.75,13.4375
Maharaji,B,2018-11-04,11.25,13.75,13.4375
Maharaji,B,2018-11-11,9.375,12.5,10.625
Maharaji,B,2018-11-18,9.375,12.5,10.625
Maharaji,B,2018-11-25,9.375,12.5,10.625
Maharaji,B,2018-12-02,9.375,12.5,10.625
Maharaji,B,2018-12-09,,,
Maharaji,B,2018-12-16,,,
Maharaji,B,2018-12-23,,,
Maharaji,B,2018-12-30,,,
Maharaji,B,2019-01-06,,,
Maharaji,B,2019-01-13,,,
Maharaji,B,2019-01-20,,,
Maharaji,B,2019-01-27,,,
Maharaji,B,2019-02-03,,,
Maharaji,B,2019-02-10,,,
Maharaji,B,2019-02-17,,,
Maharaji,B,2019-02-24,,,
Maharaji,B,2019-03-03,,,
Maharaji,B,2019-03-10,,,
Maharaji,B,2019-03-17,,,
Maharaji,B,2019-03-24,,,
Maharaji,B,2019-03-31,,,
Maharaji,B,2019-04-07,,,
Maharaji,B,2019-04-14,,,
Maharaji,B,2019-04-21,,,
Maharaji,B,2019-04-28,,,
Maharaji,B,2019-05-05,,,
Maharaji,B,2019-05-12,,,
Maharaji,B,2019-05-19,,,
Maharaji,B,2019-05-26,,,
Maharaji,B,2019-06-02,,,
Maharaji,B,2019-06-09,,,
Maharaji,B,2019-06-16,,,
Maharaji,B,2019-06-23,,,
Maharaji,B,2019-06-30,,,
Maharaji,B,2019-07-07,,,
Maharaji,B,2019-07-14,,,
Maharaji,B,2019-07-21,,,
Maharaji,B,2019-07-28,,,
Maharaji,B,2019-08-04,,,
Maharaji,B,2019-08-11,,,
Maharaji,B,2019-08-18,,,
Maharaji,B,2019-08-25,,,
Maharaji,B,2019-09-01,,,
Maharaji,B,2019-09-08,,,
Maharaji,B,2019-09-15,,,
Maharaji,B,2019-09-22,,,
Maharaji,B,2019-09-29,,,
Maharaji,B,2019-10-06,25.0,28.125,26.5625
Maharaji,B,2019-10-13,25.0,28.125,26.5625
Maharaji,B,2019-10-20,25.0,28.125,26.5625
Maharaji,B,2019-10-27,25.0,28.125,26.5625
Maharaji,B,2019-11-03,25.0,28.125,26.5625
Maharaji,B,2019-11-10,25.0,28.125,26.5625
Maharaji,B,2019-11-17,25.0,28.125,26.5625
Maharaji,B,2019-11-24,25.0,28.125,26.5625
Maharaji,B,2019-12-01,25.0,28.125,26.5625
Maharaji,B,2019-12-08,,,
Maharaji,B,2019-12-15,,,
Maharaji,B,2019-12-22,,,
Maharaji,B,2019-12-29,,,
Maharaji,B,2020-01-05,,,
Maharaji,B,2020-01-12,,,
Maharaji,B,2020-01-19,,,
Maharaji,B,2020-01-26,,,
Maharaji,B,2020-02-02,,,
Maharaji,B,2020-02-09,,,
Maharaji,B,2020-02-16,,,
Maharaji,B,2020-02-23,,,
Maharaji,B,2020-03-01,,,
Maharaji,B,2020-03-08,,,
Maharaji,B,2020-03-15,,,
Maharaji,B,2020-03-22,,,
Maharaji,B,2020-03-29,,,
Maharaji,B,2020-04-05,,,
Maharaji,B,2020-04-12,,,
Maharaji,B,2020-04-19,,,
Maharaji,B,2020-04-26,,,
Maharaji,B,2020-05-03,,,
Maharaji,B,2020-05-10,,,
Maharaji,B,2020-05-17,,,
Maharaji,B,2020-05-24,,,
Maharaji,B,2020-05-31,,,
Maharaji,B,2020-06-07,,,
Maharaji,B,2020-06-14,,,
Maharaji,B,2020-06-21,,,
Maharaji,B,2020-06-28,,,
Maharaji,B,2020-07-05,,,
Maharaji,B,2020-07-12,,,
Maharaji,B,2020-07-19,,,
Maharaji,B,2020-07-26,,,
Maharaji,B,2020-08-02,,,
Maharaji,B,2020-08-09,,,
Maharaji,B,2020-08-16,,,
Maharaji,B,2020-08-23,,,
Maharaji,B,2020-08-30,,,
Maharaji,B,2020-09-06,,,
Maharaji,B,2020-09-13,,,
Maharaji,B,2020-09-20,,,
Maharaji,B,2020-09-27,,,
Maharaji,B,2020-10-04,,,
Maharaji,B,2020-10-11,,,
Maharaji,B,2020-10-18,,,
Maharaji,B,2020-10-25,,,
Maharaji,B,2020-11-01,,,
Maharaji,B,2020-11-08,,,
Maharaji,B,2020-11-15,,,
Maharaji,B,2020-11-22,,,
Maharaji,B,2020-11-29,,,
Maharaji,B,2020-12-06,,,
Maharaji,B,2020-12-13,,,
Maharaji,B,2020-12-20,,,
Maharaji,B,2020-12-27,,,
Maharaji,B,2021-01-03,,,
Maharaji,B,2021-01-10,,,
Maharaji,B,2021-01-17,,,
Maharaji,B,2021-01-24,,,
Maharaji,B,2021-01-31,,,
Maharaji,B,2021-02-07,,,
Maharaji,B,2021-02-14,,,
Maharaji,B,2021-02-21,,,
Maharaji,B,2021-02-28,,,
Maharaji,B,2021-03-07,,,
Maharaji,B,2021-03-14,,,
Maharaji,B,2021-03-21,,,
Maharaji,B,2021-03-28,,,
Maharaji,B,2021-04-04,,,
Maharaji,B,2021-04-11,,,
Maharaji,B,2021-04-18,,,
Maharaji,B,2021-04-25,,,
Maharaji,B,2021-05-02,,,
Maharaji,B,2021-05-09,,,
Maharaji,B,2021-05-16,,,
Maharaji,B,2021-05-23,,,
Maharaji,B,2021-05-30,,,
Maharaji,B,2021-06-06,,,
Maharaji,B,2021-06-13,,,
Maharaji,B,2021-06-20,,,
Maharaji,B,2021-06-27,,,
Maharaji,B,2021-07-04,,,
Maharaji,B,2021-07-11,,,
Maharaji,B,2021-07-18,,,
Maharaji,B,2021-07-25,,,
Maharaji,B,2021-08-01,,,
Maharaji,B,2021-08-08,,,
Maharaji,B,2021-08-15,,,
Maharaji,B,2021-08-22,,,
Maharaji,B,2021-08-29,,,
Maharaji,B,2021-09-05,,,
Maharaji,B,2021-09-12,,,
Maharaji,B,2021-09-19,,,
Maharaji,B,2021-09-26,,,
Maharaji,B,2021-10-03,15.625,21.875,18.75
Maharaji,B,2021-10-10,15.625,21.875,18.75
Maharaji,B,2021-10-17,15.625,21.875,18.75
Maharaji,B,2021-10-24,17.1875,23.4375,19.6875
Maharaji,B,2021-10-31,17.5,23.75,20.625
Maharaji,B,2021-11-07,17.1875,23.4375,19.6875
Maharaji,B,2021-11-14,17.5,23.75,20.625
Maharaji,B,2021-11-21,17.1875,23.4375,20.625
Maharaji,B,2021-11-28,17.5,23.75,20.625
Maharaji,B,2021-12-05,,,
Maharaji,B,2021-12-12,,,
Maharaji,B,2021-12-19,,,
Maharaji,B,2021-12-26,,,
Maharaji,B,2022-01-02,,,
Maharaji,B,2022-01-09,,,
Maharaji,B,2022-01-16,,,
Maharaji,B,2022-01-23,,,
Maharaji,B,2022-01-30,,,
Maharaji,B,2022-02-06,,,
Maharaji,B,2022-02-13,,,
Maharaji,B,2022-02-20,,,
Maharaji,B,2022-02-27,,,
Maharaji,B,2022-03-06,,,
Maharaji,B,2022-03-13,,,
Maharaji,B,2022-03-20,,,
Maharaji,B,2022-03-27,,,
Maharaji,B,2022-04-03,,,
Maharaji,B,2022-04-10,,,
Maharaji,B,2022-04-17,,,
Maharaji,B,2022-04-24,,,
Maharaji,B,2022-05-01,,,
Maharaji,B,2022-05-08,,,
Maharaji,B,2022-05-15,,,
Maharaji,B,2022-05-22,,,
Maharaji,B,2022-05-29,,,
Maharaji,B,2022-06-05,,,
Maharaji,B,2022-06-12,,,
Maharaji,B,2022-06-19,,,
Maharaji,B,2022-06-26,,,
Maharaji,B,2022-07-03,,,
Maharaji,B,2022-07-10,,,
Maharaji,B,2022-07-17,,,
Maharaji,B,2022-07-24,,,
Maharaji,B,2022-07-31,,,
Maharaji,B,2022-08-07,,,
Maharaji,B,2022-08-14,,,
Maharaji,B,2022-08-21,,,
Maharaji,B,2022-08-28,,,
Maharaji,B,2022-09-04,,,
Maharaji,B,2022-09-11,,,
Maharaji,B,2022-09-18,,,
Maharaji,B,2022-09-25,,,
Maharaji,B,2022-10-02,,,
Maharaji,B,2022-10-09,9.375,14.375,11.875
Maharaji,B,2022-10-16,10.9375,16.5625,13.75
Maharaji,B,2022-10-23,,,
Maharaji,B,2022-10-30,10.625,15.625,13.125
Maharaji,B,2022-11-06,9.375,15.625,12.5
Maharaji,B,2022-11-13,15.625,18.75,17.1875
Maharaji,B,2022-11-20,15.625,18.75,17.1875
Maharaji,B,2022-11-27,10.625,15.625,13.125
Maharaji,B,2022-12-04,9.375,15.625,12.5
Maharaji,B,2022-12-11,,,
Maharaji,B,2022-12-18,,,
Maharaji,B,2022-12-25,,,
Maharaji,B,2023-01-01,,,
Maharaji,B,2023-01-08,,,
Maharaji,B,2023-01-15,,,
Maharaji,B,2023-01-22,,,
Maharaji,B,2023-01-29,,,
Maharaji,B,2023-02-05,,,
Maharaji,B,2023-02-12,,,
Maharaji,B,2023-02-19,,,
Maharaji,B,2023-02-26,,,
Maharaji,B,2023-03-05,,,
Maharaji,B,2023-03-12,,,
Maharaji,B,2023-03-19,,,
Maharaji,B,2023-03-26,,,
Maharaji,B,2023-04-02,,,
Maharaji,B,2023-04-09,,,
Maharaji,B,2023-04-16,,,
Maharaji,B,2023-04-23,,,
Maharaji,B,2023-04-30,,,
Maharaji,B,2023-05-07,,,
Maharaji,B,2023-05-14,,,
Maharaji,B,2023-05-21,,,
Maharaji,B,2023-05-28,,,
Maharaji,B,2023-06-04,,,
Maharaji,B,2023-06-11,,,
Maharaji,B,2023-06-18,,,
Maharaji,B,2023-06-25,,,
Maharaji,B,2023-07-02,,,
Maharaji,B,2023-07-09,,,
Maharaji,B,2023-07-16,,,
Maharaji,B,2023-07-23,,,
Maharaji,B,2023-07-30,,,
Maharaji,B,2023-08-06,,,
Maharaji,B,2023-08-13,,,
Maharaji,B,2023-08-20,,,
Maharaji,B,2023-08-27,,,
Maharaji,B,2023-09-03,,,
Maharaji,B,2023-09-10,,,
Maharaji,B,2023-09-17,,,
Maharaji,B,2023-09-24,,,
Maharaji,B,2023-10-01,,,
Maharaji,B,2023-10-08,15.625,21.875,18.75
Maharaji,B,2023-10-15,15.625,21.875,18.75
Maharaji,B,2023-10-22,15.625,21.875,18.75
Maharaji,B,2023-10-29,15.625,25.0,20.0
Maharaji,B,2023-11-05,21.09375,27.34375,24.21875
Maharaji,B,2023-11-12,18.75,26.041666666666668,22.395833333333332
Maharaji,B,2023-11-19,18.75,25.0,21.875
Maharaji,B,2023-11-26,18.75,25.0,21.875
Maharaji,B,2023-12-03,18.75,25.0,21.875
Maharaji,B,2023-12-10,,,
Maharaji,B,2023-12-17,,,
Maharaji,B,2023-12-24,,,
Maharaji,B,2023-12-31,,,
Maharaji,B,2024-01-07,,,
Maharaji,B,2024-01-14,,,
Maharaji,B,2024-01-21,,,
Maharaji,B,2024-01-28,,,
Maharaji,B,2024-02-04,,,
Maharaji,B,2024-02-11,,,
Maharaji,B,2024-02-18,,,
Maharaji,B,2024-02-25,,,
Maharaji,B,2024-03-03,,,
Maharaji,B,2024-03-10,,,
Maharaji,B,2024-03-17,,,
Maharaji,B,2024-03-24,,,
Maharaji,B,2024-03-31,,,
Maharaji,B,2024-04-07,,,
Maharaji,B,2024-04-14,,,
Maharaji,B,2024-04-21,,,
Maharaji,B,2024-04-28,,,
Maharaji,B,2024-05-05,,,
Maharaji,B,2024-05-12,,,
Maharaji,B,2024-05-19,,,
Maharaji,B,2024-05-26,,,
Maharaji,B,2024-06-02,,,
Maharaji,B,2024-06-09,,,
Maharaji,B,2024-06-16,,,
Maharaji,B,2024-06-23,,,
Maharaji,B,2024-06-30,,,
Maharaji,B,2024-07-07,,,
Maharaji,B,2024-07-14,,,
Maharaji,B,2024-07-21,,,
Maharaji,B,2024-07-28,,,
Maharaji,B,2024-08-04,,,
Maharaji,B,2024-08-11,,,
Maharaji,B,2024-08-18,,,
Maharaji,B,2024-08-25,,,
Maharaji,B,2024-09-01,,,
Maharaji,B,2024-09-08,,,
Maharaji,B,2024-09-15,,,
Maharaji,B,2024-09-22,,,
Maharaji,B,2024-09-29,,,
Maharaji,B,2024-10-06,,,
Maharaji,B,2024-10-13,18.75,21.875,20.3125
Maharaji,B,2024-10-20,18.75,21.875,20.3125
Maharaji,B,2024-10-27,18.75,21.875,20.3125
Maharaji,B,2024-11-03,18.75,21.875,20.3125
Maharaji,B,2024-11-10,18.75,21.875,20.3125
Maharaji,B,2024-11-17,18.75,24.553571428571427,21.651785714285715
Maharaji,B,2024-11-24,18.75,25.0,21.875
Maharaji,B,2024-12-01,18.75,25.0,21.875
