Predictions,Lower Bound,Upper Bound
34.323265,32.239307,36.407223
34.620342,32.536385,36.7043
35.124966,33.041008,37.208923
35.665215,33.581257,37.749172
36.16107,34.077114,38.24503
36.577496,34.493538,38.661453
36.903873,34.819916,38.98783
37.135445,35.051487,39.219402
37.273582,35.189625,39.35754
37.321766,35.23781,39.405724
