Sr. No.,Market Name,Fruit/Crop,Fruit/Crop Variety,Date/Time,Price (per quintal)
,Delhi Mandi,Apple,rd-small,2012-08-21,4167.0
,Delhi Mandi,Apple,rd-small,2012-08-20,2500.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-20,1500.0
,Delhi Mandi,Apple,rd-large,2012-08-20,6250.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-20,1500.0
,Delhi Mandi,Apple,rd-medium,2012-08-20,4000.0
,Delhi Mandi,Apple,razakwadi-small,2012-08-20,1094.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-20,1500.0
,F&V Mandi Narwal,Apple,rd-medium,2012-08-17,2750.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-17,1500.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-17,1500.0
,Delhi Mandi,Apple,red-gold-small,2012-08-17,2750.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-17,1500.0
,Delhi Mandi,Apple,rd-small,2012-08-17,4917.0
,Delhi Mandi,Apple,rd-small,2012-08-16,3809.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-16,1500.0
,Delhi Mandi,Apple,red-gold-small,2012-08-16,2750.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-16,1500.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-16,1500.0
,F&V Mandi Narwal,Apple,rd-medium,2012-08-16,2750.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-15,1688.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-15,1688.0
,Delhi Mandi,Apple,rd-medium,2012-08-15,6250.0
,Delhi Mandi,Apple,rd-large,2012-08-15,9000.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-15,1688.0
,Delhi Mandi,Apple,rd-small,2012-08-15,3500.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-13,1714.0
,Delhi Mandi,Apple,rd-small,2012-08-13,3250.0
,Delhi Mandi,Apple,red-gold-small,2012-08-13,4000.0
,Delhi Mandi,Apple,rd-large,2012-08-13,10000.0
,Delhi Mandi,Apple,rd-medium,2012-08-13,6500.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-13,1714.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-13,1714.0
,F&V Mandi Narwal,Apple,rd-medium,2012-08-13,4000.0
,F&V Mandi Narwal,Apple,rd-medium,2012-08-12,4000.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-12,1729.0
,Delhi Mandi,Apple,red-gold-small,2012-08-12,4000.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-12,1729.0
,Delhi Mandi,Apple,rd-small,2012-08-12,6667.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-12,1729.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-10,1813.0
,Delhi Mandi,Apple,rd-small,2012-08-10,9074.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-10,1813.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-10,1813.0
,F&V Mandi Narwal,Apple,rd-medium,2012-08-09,3729.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-09,1771.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-09,1771.0
,Delhi Mandi,Apple,red-gold-small,2012-08-09,3729.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-09,1771.0
,Delhi Mandi,Apple,rd-small,2012-08-09,8889.0
,Delhi Mandi,Apple,rd-small,2012-08-08,9074.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-07,1771.0
,Delhi Mandi,Apple,rd-small,2012-08-07,9259.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-07,1771.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-07,1771.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-06,1740.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-06,1740.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-06,1740.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-05,1833.0
,Delhi Mandi,Apple,rd-small,2012-08-05,9444.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-05,1833.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-05,1833.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-03,1823.0
,Delhi Mandi,Apple,rd-large,2012-08-03,13889.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-03,1823.0
,Delhi Mandi,Apple,rd-medium,2012-08-03,8889.0
,Delhi Mandi,Apple,rd-small,2012-08-03,5556.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-03,1823.0
,Delhi Mandi,Apple,rd-small,2012-08-02,9444.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-02,1833.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-02,1833.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-02,1833.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-08-01,2006.0
,Delhi Mandi,Apple,hazratbali-small,2012-08-01,2006.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-08-01,2006.0
,Delhi Mandi,Apple,rd-small,2012-08-01,9444.0
,Delhi Mandi,Apple,rd-small,2012-07-31,9259.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-31,2131.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-31,2131.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-31,2131.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-30,2229.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-30,2229.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-30,2229.0
,Delhi Mandi,Apple,rd-small,2012-07-30,9259.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-29,2375.0
,Delhi Mandi,Apple,rd-small,2012-07-29,5000.0
,Delhi Mandi,Apple,rd-large,2012-07-29,13333.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-29,2375.0
,Delhi Mandi,Apple,rd-medium,2012-07-29,8889.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-29,2375.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-27,1975.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-27,1975.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-27,1975.0
,Delhi Mandi,Apple,rd-small,2012-07-27,10370.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-26,1925.0
,Delhi Mandi,Apple,rd-small,2012-07-26,10000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-26,1925.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-26,1925.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-25,1908.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-25,1908.0
,Delhi Mandi,Apple,rd-medium,2012-07-25,10000.0
,Delhi Mandi,Apple,rd-large,2012-07-25,13056.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-25,1908.0
,Delhi Mandi,Apple,rd-small,2012-07-25,6667.0
,Delhi Mandi,Apple,rd-small,2012-07-24,6111.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-24,1917.0
,Delhi Mandi,Apple,rd-large,2012-07-24,12778.0
,Delhi Mandi,Apple,rd-medium,2012-07-24,9444.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-24,1917.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-24,1917.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-23,1888.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-23,1888.0
,Delhi Mandi,Apple,rd-small,2012-07-23,7870.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-23,1888.0
,Delhi Mandi,Apple,rd-small,2012-07-22,5000.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-22,1840.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-22,1840.0
,Delhi Mandi,Apple,rd-large,2012-07-22,11111.0
,Delhi Mandi,Apple,rd-medium,2012-07-22,7500.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-22,1840.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-20,1785.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-20,1785.0
,Delhi Mandi,Apple,rd-medium,2012-07-20,8333.0
,Delhi Mandi,Apple,rd-large,2012-07-20,10278.0
,Delhi Mandi,Apple,rd-small,2012-07-20,5556.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-20,1785.0
,Delhi Mandi,Apple,rd-small,2012-07-19,6111.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-19,1785.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-19,1785.0
,Delhi Mandi,Apple,rd-large,2012-07-19,10556.0
,Delhi Mandi,Apple,rd-medium,2012-07-19,8333.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-19,1785.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-18,1975.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-18,1975.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-18,1975.0
,Delhi Mandi,Apple,rd-small,2012-07-18,9583.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-17,1988.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-17,1988.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-17,1988.0
,F & V Market Parimpora Srinagar,Apple,krd-medium,2012-07-16,3750.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-16,2500.0
,Delhi Mandi,Apple,hazratbali-medium,2012-07-16,3750.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-16,2500.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-16,2500.0
,F & V Market Ganderbal,Apple,razakwadi-medium,2012-07-16,3750.0
,F&V Mandi Narwal,Apple,kesri-large,2012-07-16,3750.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-15,3000.0
,F&V Mandi Narwal,Apple,condition-small,2012-07-15,4000.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-15,3000.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-07-15,3000.0
,F & V Market Ganderbal,Apple,delicious-medium,2012-07-15,0.0
,F&V Mandi Narwal,Apple,delicious-large,2012-07-15,3000.0
,F & V Market Ganderbal,Apple,delicious-small,2012-07-15,4000.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-15,4000.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-15,2988.0
,F&V Mandi Narwal,Apple,condition-medium,2012-07-15,0.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-15,4000.0
,Delhi Mandi,Apple,delicious-medium,2012-07-15,4000.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-15,4000.0
,Delhi Mandi,Apple,fanny-small,2012-07-15,3000.0
,Mega F & V Aglar Shopian,Apple,krd-large,2012-07-15,4000.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2012-07-15,3000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-15,2988.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-15,3000.0
,Delhi Mandi,Apple,delicious-small,2012-07-15,3000.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2012-07-15,0.0
,Delhi Mandi,Apple,delicious-large,2012-07-15,0.0
,Delhi Mandi,Apple,fanny-medium,2012-07-15,4000.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-15,2988.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2012-07-15,4000.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2012-07-15,0.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-15,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-15,4000.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2012-07-15,3000.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-07-15,4000.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-07-15,0.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-13,3125.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-13,3125.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-13,3125.0
,F & V Market Parimpora Srinagar,Apple,krd-medium,2012-07-12,3125.0
,F & V Market Parimpora Srinagar,Apple,golden-large,2012-07-12,3800.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-12,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-12,2250.0
,F & V Market Parimpora Srinagar,Apple,krd-large,2012-07-12,3750.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-12,2500.0
,Delhi Mandi,Apple,fanny-small,2012-07-12,2250.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-12,2250.0
,Delhi Mandi,Apple,fanny-large,2012-07-12,3800.0
,Delhi Mandi,Apple,hazratbali-large,2012-07-12,3750.0
,Delhi Mandi,Apple,hazratbali-medium,2012-07-12,3125.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-12,3000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-12,2500.0
,Delhi Mandi,Apple,fanny-medium,2012-07-12,3000.0
,Mega F & V Aglar Shopian,Apple,krd-small,2012-07-12,3800.0
,F & V Market Ganderbal,Apple,razakwadi-medium,2012-07-12,3125.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-12,2500.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-12,2250.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-12,3000.0
,F&V Mandi Narwal,Apple,kesri-large,2012-07-12,3125.0
,F & V Market Ganderbal,Apple,hazratbali-medium,2012-07-12,3800.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-12,2250.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-12,3000.0
,F&V Mandi Narwal,Apple,delicious-medium,2012-07-12,3800.0
,F&V Mandi Narwal,Apple,hazratbali-medium,2012-07-12,3750.0
,F & V Market Ganderbal,Apple,razakwadi-large,2012-07-12,3750.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-11,2938.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-11,2938.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-11,2938.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-10,3088.0
,Delhi Mandi,Apple,fanny-medium,2012-07-10,3800.0
,Delhi Mandi,Apple,fanny-small,2012-07-10,3000.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-10,3000.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-10,3800.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-10,3088.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-10,3000.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-10,3800.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-10,3000.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-10,3800.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-10,3800.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-10,3088.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-10,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-09,2800.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-09,3500.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-09,2200.0
,Delhi Mandi,Apple,fanny-medium,2012-07-09,3500.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-09,2200.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-09,3500.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-09,2800.0
,Delhi Mandi,Apple,fanny-small,2012-07-09,2800.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-09,2800.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-09,2800.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-09,3500.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-09,3500.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-09,2200.0
,F&V Mandi Narwal,Apple,kesri-large,2012-07-08,3000.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-08,3700.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-08,3000.0
,F & V Market Ganderbal,Apple,razakwadi-medium,2012-07-08,3000.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-08,3000.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-08,3700.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-08,2200.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-08,2200.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-08,3000.0
,F & V Market Parimpora Srinagar,Apple,krd-medium,2012-07-08,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-08,3700.0
,Delhi Mandi,Apple,fanny-small,2012-07-08,3000.0
,Delhi Mandi,Apple,fanny-medium,2012-07-08,3700.0
,Delhi Mandi,Apple,hazratbali-medium,2012-07-08,3000.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-08,3700.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-08,3000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-08,2200.0
,Delhi Mandi,Apple,hazratbali-medium,2012-07-06,2800.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-06,3800.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-06,3000.0
,Delhi Mandi,Apple,fanny-medium,2012-07-06,3800.0
,Delhi Mandi,Apple,fanny-small,2012-07-06,3000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-06,2200.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-06,3000.0
,F & V Market Ganderbal,Apple,razakwadi-medium,2012-07-06,2800.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-06,2200.0
,F&V Mandi Narwal,Apple,kesri-large,2012-07-06,2800.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-06,3800.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-06,3800.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-06,3000.0
,F & V Market Parimpora Srinagar,Apple,krd-medium,2012-07-06,2800.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-06,2200.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-06,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-06,3800.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-05,2200.0
,F & V Market Parimpora Srinagar,Apple,krd-medium,2012-07-05,2800.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-05,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-05,3800.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-05,3800.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-05,3000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-05,2200.0
,Delhi Mandi,Apple,fanny-medium,2012-07-05,3800.0
,Delhi Mandi,Apple,hazratbali-medium,2012-07-05,2800.0
,Delhi Mandi,Apple,fanny-small,2012-07-05,3000.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-05,3800.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-05,3000.0
,F&V Mandi Narwal,Apple,kesri-large,2012-07-05,2800.0
,F & V Market Ganderbal,Apple,razakwadi-medium,2012-07-05,2800.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-05,3000.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-05,3800.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-05,2200.0
,F & V Market Ganderbal,Apple,razakwadi-medium,2012-07-04,2800.0
,F & V Market Ganderbal,Apple,krd-medium,2012-07-04,3000.0
,F&V Mandi Narwal,Apple,golden-large,2012-07-04,3000.0
,F&V Mandi Narwal,Apple,kesri-large,2012-07-04,2800.0
,F&V Mandi Narwal,Apple,delicious-small,2012-07-04,4000.0
,F & V Market Ganderbal,Apple,krd-large,2012-07-04,4000.0
,F&V Mandi Narwal,Apple,kesri-medium,2012-07-04,2200.0
,F & V Market Parimpora Srinagar,Apple,golden-small,2012-07-04,3000.0
,F & V Market Parimpora Srinagar,Apple,golden-medium,2012-07-04,4000.0
,F & V Market Parimpora Srinagar,Apple,krd-small,2012-07-04,2200.0
,F & V Market Parimpora Srinagar,Apple,krd-medium,2012-07-04,2800.0
,Mega F & V Aglar Shopian,Apple,maharaji-large,2012-07-04,4000.0
,Delhi Mandi,Apple,fanny-medium,2012-07-04,4000.0
,Delhi Mandi,Apple,hazratbali-small,2012-07-04,2200.0
,Mega F & V Aglar Shopian,Apple,maharaji-medium,2012-07-04,3000.0
,Delhi Mandi,Apple,hazratbali-medium,2012-07-04,2800.0
,Delhi Mandi,Apple,fanny-small,2012-07-04,3000.0
,Delhi Mandi,Apple,delicious-large,2012-07-03,6944.0
,Mega F & V Aglar Shopian,Apple,krd-large,2012-07-03,5000.0
,Delhi Mandi,Apple,delicious-medium,2012-07-03,5000.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2012-07-03,6944.0
,Delhi Mandi,Apple,delicious-small,2012-07-03,3667.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2012-07-03,3667.0
,F&V Mandi Narwal,Apple,condition-small,2012-07-03,5000.0
,F&V Mandi Narwal,Apple,delicious-large,2012-07-03,3667.0
,F & V Market Ganderbal,Apple,delicious-medium,2012-07-03,6944.0
,F&V Mandi Narwal,Apple,condition-medium,2012-07-03,6944.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-07-03,3667.0
,F & V Market Ganderbal,Apple,delicious-small,2012-07-03,5000.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-07-03,6944.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-07-03,5000.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2012-07-03,6944.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2012-07-03,3667.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2012-07-03,5000.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2012-07-02,6944.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2012-07-02,3667.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2012-07-02,5000.0
,F & V Market Ganderbal,Apple,delicious-medium,2012-07-02,6944.0
,F & V Market Ganderbal,Apple,delicious-small,2012-07-02,5000.0
,F&V Mandi Narwal,Apple,delicious-large,2012-07-02,3667.0
,F&V Mandi Narwal,Apple,condition-medium,2012-07-02,6944.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-07-02,3667.0
,F&V Mandi Narwal,Apple,condition-small,2012-07-02,5000.0
,Mega F & V Aglar Shopian,Apple,krd-large,2012-07-02,5000.0
,Delhi Mandi,Apple,delicious-medium,2012-07-02,5000.0
,Delhi Mandi,Apple,delicious-large,2012-07-02,6944.0
,Delhi Mandi,Apple,delicious-small,2012-07-02,3667.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2012-07-02,6944.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2012-07-02,3667.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-07-02,6944.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-07-02,5000.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-07-01,6667.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-07-01,4722.0
,F&V Mandi Narwal,Apple,condition-small,2012-07-01,4722.0
,F&V Mandi Narwal,Apple,delicious-large,2012-07-01,3611.0
,F & V Market Ganderbal,Apple,delicious-small,2012-07-01,4722.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-07-01,3611.0
,F & V Market Ganderbal,Apple,delicious-medium,2012-07-01,6667.0
,F&V Mandi Narwal,Apple,condition-medium,2012-07-01,6667.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2012-07-01,4722.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2012-07-01,3611.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2012-07-01,6667.0
,Mega F & V Aglar Shopian,Apple,krd-large,2012-07-01,4722.0
,Delhi Mandi,Apple,delicious-medium,2012-07-01,4722.0
,Delhi Mandi,Apple,delicious-large,2012-07-01,6667.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2012-07-01,3611.0
,Delhi Mandi,Apple,delicious-small,2012-07-01,3611.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2012-07-01,6667.0
,Mega F & V Aglar Shopian,Apple,krd-large,2012-06-29,4444.0
,Delhi Mandi,Apple,delicious-medium,2012-06-29,4444.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2012-06-29,6667.0
,Delhi Mandi,Apple,delicious-small,2012-06-29,3611.0
,Delhi Mandi,Apple,delicious-large,2012-06-29,6667.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2012-06-29,3611.0
,F&V Mandi Narwal,Apple,condition-medium,2012-06-29,6667.0
,F&V Mandi Narwal,Apple,delicious-large,2012-06-29,3611.0
,F&V Mandi Narwal,Apple,condition-small,2012-06-29,4444.0
,F & V Market Ganderbal,Apple,delicious-medium,2012-06-29,6667.0
,F & V Market Ganderbal,Apple,delicious-small,2012-06-29,4444.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-06-29,3611.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-06-29,6667.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-06-29,4444.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2012-06-29,6667.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2012-06-29,3611.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2012-06-29,4444.0
,F & V Market Parimpora Srinagar,Apple,delicious-medium,2012-06-28,4444.0
,F & V Market Parimpora Srinagar,Apple,delicious-large,2012-06-28,6667.0
,F & V Market Parimpora Srinagar,Apple,delicious-small,2012-06-28,3056.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-06-28,3056.0
,F & V Market Ganderbal,Apple,delicious-small,2012-06-28,4444.0
,F&V Mandi Narwal,Apple,condition-medium,2012-06-28,6667.0
,F & V Market Ganderbal,Apple,delicious-medium,2012-06-28,6667.0
,F&V Mandi Narwal,Apple,delicious-large,2012-06-28,3056.0
,F&V Mandi Narwal,Apple,condition-small,2012-06-28,4444.0
,Delhi Mandi,Apple,delicious-small,2012-06-28,3056.0
,Mega F & V Aglar Shopian,Apple,krd-large,2012-06-28,4444.0
,Mega F & V Aglar Shopian,Apple,hazratbali-large,2012-06-28,6667.0
,Mega F & V Aglar Shopian,Apple,krd-medium,2012-06-28,3056.0
,Delhi Mandi,Apple,delicious-medium,2012-06-28,4444.0
,Delhi Mandi,Apple,delicious-large,2012-06-28,6667.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-06-28,4444.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-06-28,6667.0
,"F&V Market Pachaar, Pulwama",Apple,others-medium,2012-06-25,5000.0
,"F&V Market Pachaar, Pulwama",Apple,krd-medium,2012-06-25,6389.0
,F&V Mandi Narwal,Apple,condition-small,2012-06-25,5000.0
,F & V Market Ganderbal,Apple,hazratbali-large,2012-06-25,3611.0
,F&V Mandi Narwal,Apple,condition-medium,2012-06-25,6389.0
