Sr. No.,Market Name,Fruit/Crop,Fruit/Crop Variety,Date/Time,Price (per quintal)
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-06-03,8000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-06-03,11500.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-06-03,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-06-02,10000.0
,Delhi Mandi,Apple,Delicious large,2025-06-02,12700.0
,F&V Mandi Narwal,Apple,Delicious ,2025-06-02,11500.0
,Kolkata Mandi,Apple,delicious-large,2025-06-02,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-31,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-31,0.0
,Delhi Mandi,Apple,Delicious large,2025-05-31,12700.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-31,15000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-31,11500.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-30,12000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-30,0.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-30,11500.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-30,15000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-29,12000.0
,Delhi Mandi,Apple,Delicious large,2025-05-29,12650.0
,Kolkata Mandi,Apple,delicious-large,2025-05-29,0.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-29,11500.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-29,14000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-28,11500.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-28,10000.0
,Delhi Mandi,Apple,Delicious large,2025-05-28,12650.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-28,15000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-28,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-27,10000.0
,Delhi Mandi,Apple,Delicious large,2025-05-27,12800.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-27,15000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-26,10000.0
,Delhi Mandi,Apple,Delicious large,2025-05-26,12750.0
,Kolkata Mandi,Apple,delicious-large,2025-05-26,0.0
,Kolkata Mandi,Apple,delicious-large,2025-05-25,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-24,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-24,0.0
,Delhi Mandi,Apple,delicious-medium,2025-05-24,9850.0
,Delhi Mandi,Apple,Delicious large,2025-05-24,12900.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-24,13000.0
,F&V Mandi Narwal,Apple,delicious,2025-05-23,11500.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-23,10000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-23,13000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-23,9890.0
,Delhi Mandi,Apple,Delicious large,2025-05-23,12700.0
,Kolkata Mandi,Apple,delicious-large,2025-05-23,0.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-22,11500.0
,Delhi Mandi,Apple,Delicious large,2025-05-22,12500.0
,Kolkata Mandi,Apple,delicious-large,2025-05-22,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-22,12000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-21,11500.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-21,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-21,9550.0
,Delhi Mandi,Apple,Delicious large,2025-05-21,12510.0
,Kolkata Mandi,Apple,Delicious large,2025-05-21,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-21,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-20,8000.0
,Delhi Mandi,Apple,Delicious large,2025-05-20,12480.0
,Kolkata Mandi,Apple,delicious-large,2025-05-20,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-20,14000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-19,0.0
,Delhi Mandi,Apple,delicious-medium,2025-05-19,9540.0
,Delhi Mandi,Apple,Delicious large,2025-05-19,12560.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-17,8000.0
,F&V Mandi Narwal,Apple,delicious,2025-05-17,12000.0
,Delhi Mandi,Apple,Delicious large,2025-05-17,12450.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-17,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-17,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-16,10000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-16,11000.0
,Kolkata Mandi,Apple,delicious,2025-05-16,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-16,14000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-16,9560.0
,Delhi Mandi,Apple,Delicious large,2025-05-16,12400.0
,F&V Mandi Narwal,Apple,delicious,2025-05-15,12000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-15,12000.0
,Delhi Mandi,Apple,Delicious large,2025-05-15,11600.0
,Kolkata Mandi,Apple,delicious-large,2025-05-15,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-15,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-14,12000.0
,F&V Mandi Narwal,Apple,delicious,2025-05-14,12000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-14,8780.0
,Delhi Mandi,Apple,Delicious large,2025-05-14,11750.0
,Kolkata Mandi,Apple,delicious-large,2025-05-14,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-14,13000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-13,15000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-13,8770.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-13,14000.0
,Delhi Mandi,Apple,Delicious large,2025-05-13,11750.0
,Kolkata Mandi,Apple,delicious,2025-05-13,0.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-13,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-10,15000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-10,8810.0
,Delhi Mandi,Apple,Delicious large,2025-05-10,11700.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-10,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-10,0.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-10,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-09,12000.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-09,0.0
,Delhi Mandi,Apple,Delicious large,2025-05-09,11750.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-09,12000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-09,0.0
,F&V Mandi Narwal,Apple,delicious,2025-05-08,15000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-08,10000.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-08,0.0
,Kolkata Mandi,Apple,delicious-large,2025-05-08,0.0
,Delhi Mandi,Apple,delicious-medium,2025-05-08,8760.0
,Delhi Mandi,Apple,Delicious large,2025-05-08,11700.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-08,13000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-07,15000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-07,8740.0
,Delhi Mandi,Apple,Delicious large,2025-05-07,11650.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-07,13000.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-07,0.0
,Kolkata Mandi,Apple,delicious-large,2025-05-07,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-06,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-05-06,8780.0
,F&V Mandi Narwal,Apple,delicious,2025-05-06,15000.0
,Delhi Mandi,Apple,Delicious large,2025-05-06,11750.0
,Kolkata Mandi,Apple,delicious-large,2025-05-06,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-06,13000.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-06,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-05,10000.0
,F&V Mandi Narwal,Apple,delicious,2025-05-05,15000.0
,Delhi Mandi,Apple,condition-medium,2025-05-05,8560.0
,Delhi Mandi,Apple,delicious-large,2025-05-05,11700.0
,Kolkata Mandi,Apple,Delicious large,2025-05-05,0.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-05,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-03,9000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-05-03,13000.0
,Delhi Mandi,Apple,delicious-large,2025-05-03,11650.0
,Kolkata Mandi,Apple,delicious-large,2025-05-03,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-03,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-02,12000.0
,F&V Mandi Narwal,Apple,delicious,2025-05-02,13000.0
,Delhi Mandi,Apple,delicious-large,2025-05-02,11650.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-02,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-02,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-05-01,12000.0
,F&V Mandi Narwal,Apple,delicious,2025-05-01,13000.0
,Delhi Mandi,Apple,delicious-large,2025-05-01,11650.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-05-01,12000.0
,Kolkata Mandi,Apple,delicious-large,2025-05-01,0.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-05-01,0.0
,Bangalore,Apple,delicious,2025-04-30,0.0
,Bangalore,Apple,Delicious ,2025-04-30,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-30,15000.0
,Delhi Mandi,Apple,delicious-large,2025-04-30,11600.0
,Kolkata Mandi,Apple,delicious-large,2025-04-30,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-30,13000.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-04-30,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-29,20000.0
,Kolkata Mandi,Apple,Delicious large,2025-04-29,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-29,14000.0
,Delhi Mandi,Apple,delicious-large,2025-04-29,11600.0
,Mumbai Mandi (Vashi),Apple,Delicious large,2025-04-29,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-28,20000.0
,Delhi Mandi,Apple,delicious-large,2025-04-28,11550.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-04-28,0.0
,Kolkata Mandi,Apple,Delicious large,2025-04-28,0.0
,Bangalore,Apple,Other Walnut,2025-04-26,0.0
,Bangalore,Apple,Delicious ,2025-04-26,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-26,12000.0
,F&V Mandi Narwal,Apple,Other Walnut,2025-04-26,13000.0
,F&V Mandi Narwal,Apple,Delicious ,2025-04-26,13000.0
,Delhi Mandi,Apple,delicious-large,2025-04-26,11600.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-26,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-26,0.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-04-26,0.0
,F&V Mandi Narwal,Apple,delicious-large,2025-04-25,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-25,12000.0
,Mumbai Mandi (Vashi),Apple,apple-large,2025-04-25,0.0
,Kolkata Mandi,Apple,Delicious large,2025-04-25,0.0
,Delhi Mandi,Apple,delicious-medium,2025-04-25,8190.0
,Delhi Mandi,Apple,delicious-large,2025-04-25,10900.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-25,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-24,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-24,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-24,14000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-24,8190.0
,Delhi Mandi,Apple,delicious-large,2025-04-24,10900.0
,F & V Market Parimpora Srinagar,Apple,Delicious large,2025-04-23,18000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-23,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-23,0.0
,Delhi Mandi,Apple,delicious-medium,2025-04-23,8085.0
,Delhi Mandi,Apple,delicious-large,2025-04-23,10800.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-22,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-22,8080.0
,Delhi Mandi,Apple,delicious-large,2025-04-22,10900.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-22,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-22,0.0
,Delhi Mandi,Apple,delicious-large,2025-04-21,10900.0
,Kolkata Mandi,Apple,Delicious large,2025-04-21,0.0
,Kolkata Mandi,Apple,delicious-large,2025-04-20,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-19,12000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-19,8450.0
,Delhi Mandi,Apple,delicious-large,2025-04-19,10800.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-19,12000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-19,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-18,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-18,8070.0
,Delhi Mandi,Apple,delicious-large,2025-04-18,10750.0
,Kolkata Mandi,Apple,delicious-large,2025-04-18,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-18,13000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-17,13000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-17,8050.0
,Delhi Mandi,Apple,delicious-large,2025-04-17,10800.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-17,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-17,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-16,12000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-16,14000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-16,8050.0
,Delhi Mandi,Apple,delicious-large,2025-04-16,10800.0
,Kolkata Mandi,Apple,delicious-large,2025-04-16,0.0
,Delhi Mandi,Apple,delicious-medium,2025-04-15,8020.0
,Delhi Mandi,Apple,delicious-large,2025-04-15,10750.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-15,12000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-15,14000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-15,0.0
,Kolkata Mandi,Apple,delicious-large,2025-04-14,0.0
,Kolkata Mandi,Apple,delicious-large,2025-04-13,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-12,8000.0
,Delhi Mandi,Apple,delicious-large,2025-04-12,10800.0
,Delhi Mandi,Apple,Delicious large,2025-04-12,10800.0
,Kolkata Mandi,Apple,delicious-large,2025-04-12,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-12,13000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-04-12,0.0
,Delhi Mandi,Apple,delicious-medium,2025-04-11,7060.0
,Delhi Mandi,Apple,delicious-large,2025-04-11,10700.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-11,7000.0
,Kolkata Mandi,Apple,Delicious large,2025-04-11,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-11,14000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-10,12000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-10,0.0
,Delhi Mandi,Apple,delicious-medium,2025-04-10,7020.0
,Delhi Mandi,Apple,delicious-large,2025-04-10,10700.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-10,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-09,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-09,7010.0
,Delhi Mandi,Apple,delicious-large,2025-04-09,10800.0
,Kolkata Mandi,Apple,delicious-large,2025-04-09,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-09,14000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-08,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-08,6950.0
,Delhi Mandi,Apple,delicious-large,2025-04-08,10600.0
,Kolkata Mandi,Apple,Delicious large,2025-04-08,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-08,16000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-07,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-07,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-06,0.0
,Delhi Mandi,Apple,delicious-large,2025-04-05,9980.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-05,8000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-05,14000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-05,0.0
,Kolkata Mandi,Apple,Delicious large,2025-04-04,0.0
,Delhi Mandi,Apple,delicious-medium,2025-04-04,6470.0
,Delhi Mandi,Apple,delicious-large,2025-04-04,9610.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-04,14000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-04,8000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-03,7000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-03,4620.0
,Delhi Mandi,Apple,delicious-large,2025-04-03,6640.0
,Kolkata Mandi,Apple,delicious-large,2025-04-03,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-03,13000.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-02,11000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-02,4660.0
,Delhi Mandi,Apple,delicious-large,2025-04-02,6570.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-02,14000.0
,Kolkata Mandi,Apple,delicious-large,2025-04-02,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-04-01,10000.0
,Delhi Mandi,Apple,delicious-medium,2025-04-01,4640.0
,Delhi Mandi,Apple,delicious-large,2025-04-01,6620.0
,Kolkata Mandi,Apple,Delicious large,2025-04-01,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-04-01,13000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-30,0.0
,Delhi Mandi,Apple,delicious-medium,2025-03-29,4780.0
,Delhi Mandi,Apple,delicious-large,2025-03-29,6690.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-29,13000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-29,0.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-29,4000.0
,Kolkata Mandi,Apple,delicious-large,2025-03-28,0.0
,Satellite F & V Market Kathua,Apple,apple-medium,2025-03-27,9000.0
,Delhi Mandi,Apple,delicious-medium,2025-03-27,4790.0
,Delhi Mandi,Apple,delicious-large,2025-03-27,6670.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-27,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-03-27,0.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-27,6000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-26,0.0
,Delhi Mandi,Apple,delicious-medium,2025-03-26,4680.0
,Delhi Mandi,Apple,delicious-large,2025-03-26,6650.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-26,13000.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-26,6000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-26,0.0
,Satellite F & V Market Kathua,Apple,delicious-medium,2025-03-25,9000.0
,Delhi Mandi,Apple,delicious-large,2025-03-25,6780.0
,Delhi Mandi,Apple,delicious-medium,2025-03-25,4760.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-25,13000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-25,0.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-25,6000.0
,Satellite F & V Market Kathua,Apple,apple-medium,2025-03-24,8000.0
,Delhi Mandi,Apple,delicious-medium,2025-03-24,4780.0
,Delhi Mandi,Apple,delicious-large,2025-03-24,6780.0
,Kolkata Mandi,Apple,delicious-large,2025-03-24,0.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-24,7000.0
,Mumbai Mandi (Vashi),Apple,Delicious large,2025-03-24,0.0
,Kolkata Mandi,Apple,Delicious large,2025-03-23,0.0
,Satellite F & V Market Kathua,Apple,apple-medium,2025-03-22,10000.0
,Kolkata Mandi,Apple,delicious-large,2025-03-22,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-22,13000.0
,Delhi Mandi,Apple,delicious-medium,2025-03-22,4680.0
,Delhi Mandi,Apple,delicious-large,2025-03-22,6670.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-22,6000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-21,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-03-21,0.0
,Delhi Mandi,Apple,delicious-large,2025-03-20,6780.0
,Delhi Mandi,Apple,delicious-medium,2025-03-20,4720.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-20,12000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-20,0.0
,Mumbai Mandi (Vashi),Apple,Delicious ,2025-03-20,0.0
,Mumbai Mandi (Vashi),Apple,Other Walnut,2025-03-20,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-19,13000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-19,0.0
,Delhi Mandi,Apple,delicious-large,2025-03-19,6740.0
,Delhi Mandi,Apple,delicious-medium,2025-03-19,4680.0
,F&V Mandi Narwal,Apple,delicious-large,2025-03-19,7000.0
,Delhi Mandi,Apple,condition-medium,2025-03-18,4570.0
,Delhi Mandi,Apple,condition-large,2025-03-18,6480.0
,Delhi Mandi,Apple,delicious-medium,2025-03-18,4740.0
,Delhi Mandi,Apple,delicious-large,2025-03-18,6780.0
,Kolkata Mandi,Apple,delicious-large,2025-03-18,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-18,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-03-17,0.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-17,0.0
,Kolkata Mandi,Apple,delicious-large,2025-03-16,0.0
,Delhi Mandi,Apple,delicious-medium,2025-03-15,4760.0
,Delhi Mandi,Apple,delicious-large,2025-03-15,6680.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-15,12000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-15,4000.0
,Kolkata Mandi,Apple,Delicious large,2025-03-15,0.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-15,0.0
,Delhi Mandi,Apple,delicious-medium,2025-03-13,4760.0
,Delhi Mandi,Apple,delicious-large,2025-03-13,6640.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-13,0.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-13,4000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-13,12000.0
,Delhi Mandi,Apple,delicious-medium,2025-03-12,4680.0
,Delhi Mandi,Apple,delicious-large,2025-03-12,6740.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-12,12000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-12,0.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-12,3000.0
,Delhi Mandi,Apple,delicious-medium,2025-03-11,4860.0
,Delhi Mandi,Apple,delicious-large,2025-03-11,6840.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-11,13000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-10,5000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-10,0.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-09,4000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-08,4000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-08,12000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-08,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-07,12000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-07,4500.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-07,0.0
,Delhi Mandi,Apple,delicious-medium,2025-03-06,4760.0
,Delhi Mandi,Apple,delicious-large,2025-03-06,6780.0
,Delhi Mandi,Apple,american-medium,2025-03-06,4510.0
,Delhi Mandi,Apple,american-large,2025-03-06,6470.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-06,13000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-06,4000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-06,0.0
,Delhi Mandi,Apple,delicious-large,2025-03-05,6720.0
,Delhi Mandi,Apple,delicious-medium,2025-03-05,4660.0
,Delhi Mandi,Apple,american-medium,2025-03-05,4460.0
,Delhi Mandi,Apple,american-large,2025-03-05,6460.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-05,14000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-05,4000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-05,0.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-04,18000.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-04,4000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-04,0.0
,Delhi Mandi,Apple,delicious-medium,2025-03-03,4710.0
,Delhi Mandi,Apple,delicious-large,2025-03-03,6840.0
,Delhi Mandi,Apple,american-medium,2025-03-03,4470.0
,Delhi Mandi,Apple,american-large,2025-03-03,6470.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-03,4000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-03,0.0
,Kolkata Mandi,Apple,Delicious large,2025-03-02,0.0
,Delhi Mandi,Apple,delicious-large,2025-03-01,6640.0
,Delhi Mandi,Apple,delicious-medium,2025-03-01,4620.0
,Delhi Mandi,Apple,american-medium,2025-03-01,4520.0
,Delhi Mandi,Apple,american-large,2025-03-01,6570.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-03-01,13000.0
,Kolkata Mandi,Apple,delicious-large,2025-03-01,0.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-03-01,4000.0
,Mumbai Mandi (Vashi),Apple,delicious-large,2025-03-01,0.0
,Delhi Mandi,Apple,delicious-large,2025-02-28,6740.0
,Delhi Mandi,Apple,delicious-medium,2025-02-28,4820.0
,Delhi Mandi,Apple,american-large,2025-02-28,6460.0
,Delhi Mandi,Apple,american-medium,2025-02-28,4470.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-02-28,11000.0
,Kolkata Mandi,Apple,Delicious large,2025-02-28,7186.0
,F&V Mandi Narwal,Apple,delicious-medium,2025-02-28,8000.0
,Satellite F&V Market Udhampur,Apple,delicious-medium,2025-02-27,12000.0
,Delhi Mandi,Apple,american-medium,2025-02-27,4480.0
,Delhi Mandi,Apple,american-large,2025-02-27,6490.0
,Delhi Mandi,Apple,delicious-medium,2025-02-27,4680.0
