Date,District,Market,Fruit,Variety,Grade,Min Price,Max Price,Avg Price
6/17/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,90,100,95
6/17/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/17/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/18/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,90,100,95
6/18/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/18/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/19/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,80,90,85
6/19/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,65,75,70
6/19/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/20/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/20/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/20/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/21/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/21/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/21/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/22/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/22/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/22/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/23/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/23/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/23/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/24/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/24/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/24/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/25/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/25/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/25/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/26/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/26/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/26/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/27/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/27/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/27/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/28/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/28/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/28/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/29/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/29/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/29/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/30/2017,Azadpur,Azadpur,Cherry,Makhmali,Super,70,80,75
6/30/2017,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/30/2017,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/20/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/20/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/20/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/21/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/21/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/21/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/22/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/22/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/22/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/23/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/23/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/23/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/24/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/24/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/24/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/25/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/25/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/25/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/26/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/26/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/26/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/27/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/27/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/27/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/28/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/28/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/28/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/29/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/29/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/29/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/30/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/30/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/30/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
5/31/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
5/31/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
5/31/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/1/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/1/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/1/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/2/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/2/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/2/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/3/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/3/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/3/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/4/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/4/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/4/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/5/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/5/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/5/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/6/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/6/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/6/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/7/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/7/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/7/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/8/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/8/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/8/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/9/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/9/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/9/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/10/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/10/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/10/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/11/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/11/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/11/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/12/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,120,150,135
6/12/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/12/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,80,65
6/13/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/13/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/13/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,70,90,80
6/14/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/14/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/14/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/15/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/15/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/15/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/16/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/16/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/16/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/17/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/17/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/17/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/18/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/18/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/18/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/19/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/19/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/19/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/20/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/20/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/20/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/21/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/21/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/21/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/22/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/22/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/22/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/23/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/23/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/23/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/24/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/24/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/24/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/25/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/25/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/25/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/26/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/26/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/26/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/27/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/27/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/27/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/28/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/28/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/28/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/29/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/29/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/29/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/30/2018,Azadpur,Azadpur,Cherry,Makhmali,Super,150,170,160
6/30/2018,Azadpur,Azadpur,Cherry,Makhmali,Special,90,120,105
6/30/2018,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
5/20/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/20/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/20/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/21/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/21/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/21/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/22/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/22/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/22/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/23/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/23/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/23/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/24/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/24/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/24/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/25/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
5/25/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/25/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/26/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,160,150
5/26/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/26/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/27/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,160,150
5/27/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/27/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/28/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,150,145
5/28/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/28/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/29/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,160,150
5/29/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/29/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/30/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,160,150
5/30/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
5/30/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
5/31/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,150,145
5/31/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
5/31/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/1/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,140,150,145
6/1/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/1/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/2/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,140,135
6/2/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,60,80,70
6/2/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/3/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,140,135
6/3/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,60,80,70
6/3/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/4/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,90
6/4/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,60,70,65
6/4/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/5/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/5/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/5/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/6/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,130,150,140
6/6/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/6/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,60,80,70
6/7/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/7/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/7/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/8/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/8/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/8/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/9/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,110,130,120
6/9/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/9/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/10/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,110,130,120
6/10/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/10/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/11/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/11/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/11/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/12/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/12/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/12/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/13/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/13/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/13/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/14/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/14/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/14/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/15/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/15/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/15/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/16/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/16/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/16/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/17/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,120,140,130
6/17/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,80,100,90
6/17/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/18/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/18/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/18/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/19/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/19/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/19/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/20/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/20/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,90,110,100
6/20/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,50,60,55
6/21/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/21/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/21/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/22/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/22/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/22/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/23/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/23/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/23/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/24/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/24/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/24/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/25/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/25/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/25/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/26/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/26/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/26/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/27/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/27/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/27/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/28/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/28/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/28/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/29/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/29/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/29/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
6/30/2019,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
6/30/2019,Azadpur,Azadpur,Cherry,Makhmali,Special,70,90,80
6/30/2019,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,60,50
5/21/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,130,115
5/21/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/21/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/22/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,130,115
5/22/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/22/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/23/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
5/23/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,80,90,85
5/23/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/24/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,110,100
5/24/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,80,90,85
5/24/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/25/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/25/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/25/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/26/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/26/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/26/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/27/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/27/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/27/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/28/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/28/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/28/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/29/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/29/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/29/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/30/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/30/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/30/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
5/31/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
5/31/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
5/31/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/1/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/1/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/1/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/2/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/2/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/2/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/3/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/3/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/3/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/4/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/4/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/4/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/5/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/5/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/5/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/6/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/6/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/6/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/7/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,90,120,105
6/7/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/7/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/8/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
6/8/2020,Azadpur,Azadpur,Cherry,Makhmali,Special,70,80,75
6/8/2020,Azadpur,Azadpur,Cherry,Makhmali,Fancy,40,50,45
6/9/2020,Azadpur,Azadpur,Cherry,Makhmali,Super,100,120,110
